w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_pctbpSaved,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_pctbpSaved
3.0,0.0,49.0,35.0,9.0,83.33333333333334,3.0,5.0,32.0,19.0,13.0,0.0
10.0,4.0,50.0,37.0,14.0,83.33333333333334,7.0,5.0,35.0,23.0,16.0,50.0
0.0,2.0,38.0,24.0,10.0,40.0,3.0,3.0,33.0,18.0,7.0,28.57142857142857
0.0,3.0,48.0,36.0,7.0,40.0,0.0,3.0,54.0,32.0,11.0,63.63636363636363
2.0,4.0,41.0,29.0,14.0,76.92307692307693,7.0,7.0,34.0,23.0,11.0,0.0
4.0,7.0,33.0,24.0,14.0,50.0,2.0,3.0,43.0,24.0,10.0,44.44444444444444
2.0,1.0,28.0,23.0,14.0,100.0,0.0,2.0,39.0,24.0,5.0,62.5
11.0,7.0,51.0,38.0,8.0,77.77777777777779,2.0,11.0,42.0,29.0,14.0,55.55555555555556
6.0,3.0,41.0,31.0,14.0,0.0,1.0,7.0,36.0,24.0,16.0,72.72727272727273
4.0,3.0,15.0,15.0,15.0,100.0,3.0,3.0,27.0,16.0,5.0,37.5
1.0,4.0,39.0,27.0,26.0,50.0,2.0,4.0,50.0,30.0,17.0,50.0
5.0,3.0,32.0,28.0,16.0,100.0,2.0,9.0,47.0,34.0,13.0,77.77777777777779
5.0,1.0,44.0,31.0,14.0,100.0,1.0,1.0,38.0,23.0,6.0,66.66666666666666
6.0,2.0,26.0,16.0,10.0,0.0,4.0,4.0,38.0,18.0,7.0,33.33333333333333
1.0,4.0,47.0,25.0,19.0,50.0,0.0,10.0,37.0,21.0,14.0,42.857142857142854
4.0,3.0,37.0,26.0,12.0,50.0,3.0,7.0,26.0,20.0,13.0,0.0
0.0,1.0,59.0,33.0,13.0,66.66666666666666,4.0,3.0,36.0,24.0,7.0,54.54545454545454
1.0,2.0,40.0,30.0,8.0,100.0,2.0,2.0,33.0,17.0,7.0,60.0
12.0,5.0,64.0,48.0,20.0,85.71428571428571,5.0,1.0,73.0,48.0,14.0,60.0
0.0,3.0,65.0,45.0,18.0,57.14285714285714,10.0,1.0,79.0,50.0,19.0,66.66666666666666
2.0,9.0,82.0,51.0,22.0,78.26086956521739,10.0,12.0,69.0,49.0,14.0,53.84615384615385
4.0,1.0,24.0,19.0,10.0,0.0,1.0,9.0,32.0,18.0,5.0,50.0
10.0,5.0,42.0,31.0,9.0,40.0,3.0,3.0,43.0,27.0,9.0,42.857142857142854
2.0,0.0,41.0,29.0,5.0,60.0,3.0,3.0,33.0,15.0,10.0,44.44444444444444
2.0,2.0,66.0,42.0,13.0,78.57142857142857,5.0,4.0,51.0,31.0,9.0,50.0
5.0,3.0,44.0,32.0,11.0,62.5,4.0,3.0,59.0,38.0,14.0,77.77777777777779
8.0,7.0,58.0,44.0,13.0,50.0,7.0,0.0,76.0,43.0,18.0,71.42857142857143
12.0,0.0,32.0,25.0,7.0,0.0,1.0,3.0,36.0,20.0,11.0,63.63636363636363
0.0,2.0,37.0,28.0,12.0,25.0,1.0,2.0,46.0,26.0,7.0,0.0
5.0,5.0,67.0,46.0,9.0,70.0,6.0,4.0,62.0,35.0,11.0,50.0
5.0,1.0,46.0,37.0,10.0,50.0,4.0,2.0,44.0,30.0,14.0,33.33333333333333
4.0,1.0,29.0,18.0,6.0,50.0,1.0,3.0,24.0,16.0,3.0,0.0
1.0,1.0,30.0,25.0,8.0,,3.0,4.0,28.0,17.0,7.0,33.33333333333333
0.0,2.0,41.0,28.0,8.0,33.33333333333333,4.0,13.0,37.0,22.0,14.0,61.53846153846154
3.0,5.0,60.0,41.0,20.0,60.0,5.0,4.0,65.0,44.0,16.0,55.55555555555556
1.0,2.0,45.0,33.0,12.0,80.0,1.0,3.0,38.0,23.0,8.0,66.66666666666666
6.0,5.0,65.0,47.0,8.0,77.77777777777779,8.0,1.0,51.0,36.0,10.0,50.0
3.0,5.0,35.0,25.0,9.0,75.0,5.0,8.0,21.0,16.0,6.0,50.0
4.0,0.0,40.0,29.0,6.0,100.0,1.0,2.0,36.0,20.0,6.0,60.0
2.0,3.0,62.0,39.0,18.0,70.0,3.0,2.0,51.0,29.0,15.0,28.57142857142857
9.0,3.0,38.0,30.0,9.0,87.5,5.0,9.0,38.0,23.0,9.0,73.68421052631578
0.0,1.0,50.0,29.0,7.0,63.63636363636363,2.0,4.0,29.0,13.0,4.0,0.0
3.0,4.0,55.0,39.0,17.0,40.0,4.0,7.0,51.0,34.0,15.0,70.0
7.0,3.0,54.0,35.0,20.0,85.71428571428571,5.0,5.0,43.0,33.0,13.0,66.66666666666666
1.0,2.0,50.0,33.0,22.0,100.0,2.0,6.0,39.0,24.0,19.0,80.0
0.0,6.0,70.0,39.0,13.0,40.0,0.0,0.0,81.0,40.0,3.0,46.666666666666664
4.0,6.0,58.0,36.0,13.0,57.14285714285714,3.0,5.0,69.0,41.0,14.0,57.89473684210527
2.0,4.0,37.0,28.0,6.0,25.0,3.0,3.0,35.0,18.0,8.0,33.33333333333333
1.0,3.0,26.0,19.0,13.0,66.66666666666666,0.0,3.0,21.0,10.0,7.0,37.5
4.0,7.0,62.0,41.0,9.0,61.53846153846154,1.0,5.0,47.0,25.0,15.0,11.11111111111111
1.0,2.0,60.0,42.0,12.0,70.0,1.0,4.0,52.0,30.0,17.0,44.44444444444444
7.0,9.0,53.0,36.0,15.0,80.0,0.0,3.0,53.0,39.0,11.0,50.0
7.0,1.0,62.0,50.0,19.0,100.0,6.0,4.0,67.0,50.0,21.0,50.0
2.0,1.0,21.0,19.0,9.0,,2.0,5.0,28.0,15.0,7.0,44.44444444444444
0.0,1.0,35.0,25.0,9.0,75.0,0.0,6.0,42.0,22.0,10.0,50.0
3.0,3.0,36.0,26.0,13.0,50.0,5.0,2.0,42.0,26.0,8.0,44.44444444444444
2.0,4.0,45.0,29.0,13.0,83.33333333333334,2.0,9.0,28.0,15.0,12.0,37.5
0.0,2.0,83.0,50.0,17.0,70.58823529411765,5.0,5.0,75.0,47.0,11.0,46.15384615384615
5.0,4.0,42.0,31.0,9.0,100.0,2.0,3.0,26.0,16.0,10.0,62.5
4.0,6.0,38.0,28.0,20.0,57.14285714285714,6.0,11.0,34.0,23.0,19.0,73.33333333333333
1.0,5.0,31.0,22.0,13.0,57.14285714285714,0.0,1.0,43.0,19.0,9.0,33.33333333333333
0.0,5.0,72.0,43.0,10.0,33.33333333333333,1.0,6.0,55.0,31.0,20.0,38.46153846153847
3.0,2.0,52.0,35.0,12.0,80.0,5.0,4.0,41.0,28.0,12.0,62.5
4.0,5.0,33.0,26.0,12.0,80.0,2.0,3.0,32.0,18.0,11.0,55.55555555555556
0.0,2.0,33.0,16.0,12.0,33.33333333333333,2.0,1.0,41.0,20.0,9.0,46.15384615384615
2.0,6.0,91.0,58.0,18.0,62.5,9.0,7.0,67.0,44.0,18.0,50.0
3.0,6.0,33.0,26.0,9.0,60.0,4.0,4.0,25.0,14.0,12.0,28.57142857142857
2.0,0.0,39.0,31.0,16.0,,4.0,1.0,46.0,34.0,12.0,75.0
5.0,1.0,30.0,21.0,7.0,33.33333333333333,0.0,5.0,22.0,16.0,6.0,55.55555555555556
1.0,3.0,41.0,26.0,19.0,100.0,3.0,3.0,37.0,26.0,4.0,66.66666666666666
4.0,3.0,33.0,25.0,12.0,0.0,0.0,0.0,44.0,25.0,12.0,63.63636363636363
1.0,3.0,57.0,36.0,9.0,80.0,0.0,1.0,34.0,19.0,9.0,33.33333333333333
1.0,1.0,38.0,24.0,7.0,83.33333333333334,5.0,2.0,38.0,20.0,8.0,54.54545454545454
1.0,3.0,43.0,28.0,15.0,50.0,0.0,8.0,34.0,22.0,8.0,16.666666666666664
2.0,8.0,67.0,42.0,14.0,81.25,1.0,2.0,40.0,25.0,19.0,55.55555555555556
5.0,1.0,30.0,22.0,18.0,0.0,2.0,3.0,44.0,32.0,9.0,57.14285714285714
4.0,4.0,27.0,23.0,6.0,33.33333333333333,6.0,4.0,26.0,15.0,8.0,33.33333333333333
6.0,3.0,71.0,48.0,15.0,80.0,10.0,6.0,52.0,41.0,14.0,40.0
1.0,0.0,66.0,45.0,12.0,50.0,2.0,3.0,55.0,30.0,18.0,45.45454545454545
3.0,3.0,33.0,24.0,9.0,66.66666666666666,0.0,4.0,25.0,13.0,4.0,16.666666666666664
1.0,1.0,33.0,20.0,17.0,75.0,5.0,6.0,31.0,20.0,7.0,33.33333333333333
7.0,4.0,24.0,20.0,24.0,66.66666666666666,2.0,1.0,29.0,21.0,13.0,57.14285714285714
1.0,3.0,30.0,24.0,11.0,60.0,0.0,3.0,30.0,14.0,7.0,50.0
0.0,4.0,47.0,30.0,9.0,25.0,2.0,5.0,45.0,24.0,12.0,54.54545454545454
1.0,6.0,53.0,32.0,19.0,44.44444444444444,1.0,1.0,58.0,34.0,11.0,44.44444444444444
3.0,3.0,48.0,33.0,7.0,80.0,1.0,5.0,31.0,21.0,11.0,42.857142857142854
4.0,1.0,39.0,29.0,7.0,75.0,3.0,5.0,39.0,22.0,10.0,16.666666666666664
7.0,2.0,27.0,25.0,8.0,,2.0,4.0,32.0,18.0,4.0,50.0
3.0,2.0,39.0,34.0,13.0,66.66666666666666,5.0,8.0,42.0,27.0,11.0,37.5
1.0,4.0,38.0,22.0,8.0,37.5,2.0,14.0,43.0,23.0,10.0,36.36363636363637
1.0,3.0,45.0,27.0,28.0,50.0,5.0,3.0,51.0,34.0,17.0,0.0
1.0,3.0,54.0,41.0,10.0,0.0,0.0,4.0,59.0,35.0,19.0,37.5
3.0,8.0,44.0,33.0,11.0,60.0,3.0,2.0,39.0,22.0,9.0,28.57142857142857
0.0,4.0,42.0,26.0,12.0,33.33333333333333,2.0,3.0,47.0,28.0,18.0,42.857142857142854
0.0,0.0,34.0,25.0,11.0,83.33333333333334,1.0,2.0,28.0,15.0,12.0,44.44444444444444
1.0,2.0,35.0,25.0,8.0,60.0,0.0,6.0,29.0,12.0,9.0,33.33333333333333
1.0,5.0,39.0,26.0,19.0,25.0,0.0,0.0,55.0,29.0,12.0,55.55555555555556
3.0,3.0,45.0,35.0,11.0,75.0,4.0,6.0,33.0,23.0,21.0,62.5
6.0,0.0,34.0,28.0,6.0,50.0,0.0,2.0,23.0,11.0,13.0,55.55555555555556
0.0,1.0,56.0,34.0,7.0,80.0,3.0,7.0,38.0,27.0,9.0,55.55555555555556
2.0,4.0,30.0,24.0,14.0,100.0,0.0,5.0,34.0,20.0,10.0,73.33333333333333
2.0,1.0,34.0,27.0,7.0,100.0,0.0,3.0,36.0,22.0,4.0,60.0
6.0,1.0,41.0,26.0,7.0,75.0,0.0,1.0,31.0,16.0,9.0,44.44444444444444
11.0,2.0,56.0,39.0,9.0,50.0,3.0,4.0,65.0,41.0,12.0,50.0
0.0,1.0,30.0,24.0,7.0,66.66666666666666,1.0,4.0,31.0,18.0,3.0,54.54545454545454
6.0,1.0,27.0,21.0,13.0,100.0,2.0,2.0,49.0,27.0,10.0,66.66666666666666
6.0,6.0,29.0,23.0,11.0,50.0,3.0,5.0,29.0,20.0,4.0,20.0
1.0,4.0,21.0,15.0,16.0,50.0,2.0,5.0,21.0,9.0,5.0,45.45454545454545
0.0,1.0,57.0,32.0,22.0,57.14285714285714,2.0,2.0,87.0,54.0,11.0,56.25
5.0,3.0,76.0,51.0,22.0,69.23076923076923,1.0,2.0,64.0,44.0,19.0,54.54545454545454
2.0,1.0,22.0,19.0,13.0,,1.0,5.0,40.0,23.0,9.0,66.66666666666666
6.0,1.0,51.0,37.0,12.0,66.66666666666666,3.0,5.0,40.0,26.0,17.0,57.14285714285714
0.0,1.0,44.0,31.0,7.0,66.66666666666666,0.0,2.0,34.0,20.0,7.0,54.54545454545454
1.0,3.0,42.0,27.0,20.0,14.285714285714285,4.0,4.0,76.0,47.0,10.0,63.1578947368421
1.0,1.0,25.0,21.0,13.0,0.0,1.0,5.0,32.0,17.0,3.0,0.0
6.0,1.0,27.0,24.0,9.0,100.0,0.0,0.0,29.0,13.0,10.0,42.857142857142854
5.0,4.0,83.0,56.0,17.0,55.55555555555556,7.0,4.0,71.0,47.0,18.0,64.28571428571429
2.0,5.0,28.0,21.0,4.0,66.66666666666666,3.0,5.0,27.0,15.0,6.0,69.23076923076923
2.0,5.0,67.0,47.0,13.0,72.72727272727273,0.0,2.0,59.0,35.0,21.0,54.54545454545454
4.0,6.0,36.0,32.0,13.0,50.0,0.0,3.0,36.0,20.0,13.0,50.0
9.0,4.0,31.0,25.0,13.0,80.0,1.0,4.0,29.0,14.0,5.0,28.57142857142857
3.0,5.0,47.0,36.0,9.0,50.0,2.0,8.0,38.0,24.0,21.0,55.55555555555556
0.0,1.0,21.0,18.0,14.0,,7.0,3.0,36.0,25.0,8.0,66.66666666666666
4.0,7.0,82.0,52.0,26.0,37.5,11.0,9.0,56.0,41.0,31.0,50.0
6.0,3.0,35.0,31.0,13.0,50.0,0.0,3.0,42.0,26.0,14.0,62.5
0.0,4.0,47.0,31.0,13.0,60.0,7.0,1.0,51.0,33.0,13.0,42.857142857142854
7.0,6.0,54.0,39.0,23.0,50.0,1.0,8.0,70.0,42.0,27.0,78.94736842105263
14.0,6.0,62.0,46.0,21.0,60.0,3.0,7.0,87.0,58.0,16.0,73.68421052631578
1.0,1.0,25.0,17.0,9.0,0.0,3.0,6.0,26.0,12.0,7.0,33.33333333333333
1.0,3.0,75.0,48.0,17.0,50.0,3.0,3.0,84.0,53.0,20.0,45.45454545454545
4.0,4.0,50.0,29.0,16.0,50.0,2.0,5.0,37.0,23.0,13.0,57.14285714285714
1.0,0.0,64.0,41.0,12.0,50.0,0.0,1.0,53.0,29.0,7.0,22.22222222222222
0.0,0.0,36.0,26.0,14.0,75.0,1.0,1.0,57.0,29.0,13.0,73.33333333333333
7.0,1.0,22.0,21.0,11.0,,2.0,3.0,42.0,26.0,5.0,20.0
3.0,1.0,39.0,28.0,12.0,50.0,4.0,2.0,44.0,30.0,6.0,50.0
4.0,1.0,78.0,53.0,11.0,42.857142857142854,5.0,4.0,76.0,51.0,19.0,66.66666666666666
5.0,6.0,49.0,40.0,14.0,50.0,1.0,2.0,46.0,34.0,9.0,0.0
0.0,1.0,39.0,30.0,9.0,66.66666666666666,1.0,2.0,27.0,15.0,9.0,50.0
1.0,2.0,53.0,36.0,8.0,70.0,3.0,3.0,52.0,32.0,11.0,73.33333333333333
0.0,6.0,63.0,43.0,13.0,75.0,4.0,5.0,54.0,36.0,15.0,50.0
1.0,3.0,30.0,19.0,9.0,33.33333333333333,0.0,5.0,37.0,17.0,7.0,45.45454545454545
4.0,2.0,43.0,27.0,15.0,66.66666666666666,4.0,3.0,51.0,29.0,8.0,55.55555555555556
1.0,1.0,21.0,16.0,6.0,100.0,2.0,3.0,29.0,20.0,3.0,60.0
0.0,1.0,41.0,28.0,5.0,80.0,1.0,3.0,29.0,14.0,7.0,14.285714285714285
2.0,1.0,34.0,25.0,13.0,60.0,4.0,1.0,41.0,26.0,12.0,60.0
5.0,6.0,68.0,40.0,13.0,50.0,0.0,1.0,75.0,40.0,2.0,33.33333333333333
6.0,4.0,62.0,46.0,18.0,62.5,0.0,1.0,48.0,25.0,24.0,55.55555555555556
4.0,1.0,45.0,34.0,10.0,75.0,14.0,4.0,54.0,39.0,9.0,75.0
6.0,1.0,46.0,33.0,14.0,50.0,2.0,3.0,43.0,28.0,18.0,70.0
6.0,2.0,43.0,32.0,8.0,100.0,1.0,6.0,37.0,18.0,7.0,42.857142857142854
3.0,0.0,32.0,28.0,9.0,100.0,4.0,3.0,37.0,23.0,5.0,40.0
2.0,8.0,73.0,49.0,17.0,70.58823529411765,3.0,2.0,69.0,42.0,14.0,53.84615384615385
6.0,4.0,48.0,34.0,12.0,50.0,3.0,3.0,41.0,25.0,12.0,42.857142857142854
8.0,4.0,84.0,55.0,8.0,57.14285714285714,5.0,0.0,74.0,46.0,16.0,14.285714285714285
2.0,3.0,48.0,33.0,16.0,80.0,3.0,9.0,59.0,39.0,14.0,75.0
12.0,0.0,24.0,22.0,12.0,0.0,1.0,8.0,43.0,30.0,8.0,63.63636363636363
5.0,0.0,57.0,38.0,18.0,77.77777777777779,3.0,2.0,71.0,48.0,10.0,55.55555555555556
3.0,1.0,37.0,32.0,9.0,,5.0,8.0,46.0,33.0,14.0,71.42857142857143
3.0,4.0,22.0,14.0,21.0,75.0,1.0,4.0,29.0,20.0,3.0,0.0
7.0,1.0,29.0,25.0,5.0,0.0,0.0,2.0,35.0,14.0,3.0,37.5
2.0,2.0,77.0,43.0,24.0,63.63636363636363,1.0,2.0,78.0,47.0,17.0,50.0
1.0,0.0,44.0,36.0,6.0,100.0,0.0,3.0,39.0,22.0,12.0,62.5
3.0,1.0,28.0,24.0,14.0,0.0,1.0,3.0,36.0,23.0,8.0,40.0
1.0,1.0,29.0,22.0,11.0,100.0,2.0,2.0,32.0,17.0,9.0,50.0
0.0,4.0,49.0,36.0,9.0,75.0,2.0,1.0,42.0,27.0,9.0,66.66666666666666
3.0,0.0,34.0,20.0,13.0,40.0,1.0,1.0,38.0,16.0,14.0,40.0
11.0,4.0,55.0,29.0,25.0,75.0,1.0,4.0,59.0,36.0,6.0,50.0
1.0,0.0,38.0,28.0,8.0,60.0,1.0,2.0,34.0,21.0,8.0,33.33333333333333
5.0,6.0,70.0,48.0,13.0,57.14285714285714,1.0,3.0,59.0,31.0,9.0,33.33333333333333
0.0,2.0,56.0,41.0,21.0,87.5,7.0,3.0,37.0,30.0,10.0,50.0
1.0,2.0,49.0,31.0,9.0,40.0,1.0,8.0,51.0,30.0,12.0,58.333333333333336
3.0,8.0,80.0,53.0,20.0,25.0,4.0,5.0,76.0,48.0,20.0,50.0
1.0,1.0,33.0,23.0,6.0,33.33333333333333,0.0,2.0,35.0,17.0,5.0,50.0
3.0,6.0,35.0,29.0,14.0,0.0,3.0,7.0,34.0,22.0,9.0,50.0
8.0,6.0,77.0,54.0,28.0,72.72727272727273,3.0,7.0,83.0,54.0,25.0,64.28571428571429
14.0,2.0,38.0,28.0,9.0,66.66666666666666,0.0,5.0,33.0,16.0,7.0,40.0
1.0,0.0,42.0,27.0,9.0,77.77777777777779,3.0,3.0,27.0,14.0,14.0,44.44444444444444
1.0,1.0,87.0,49.0,18.0,40.0,4.0,2.0,82.0,46.0,25.0,68.18181818181817
6.0,2.0,76.0,53.0,18.0,62.5,3.0,5.0,84.0,53.0,14.0,66.66666666666666
2.0,3.0,78.0,53.0,18.0,66.66666666666666,3.0,4.0,55.0,38.0,20.0,44.44444444444444
1.0,1.0,34.0,22.0,14.0,100.0,1.0,3.0,41.0,23.0,6.0,55.55555555555556
0.0,1.0,40.0,26.0,18.0,66.66666666666666,0.0,1.0,44.0,28.0,8.0,33.33333333333333
7.0,2.0,36.0,29.0,8.0,,3.0,5.0,50.0,33.0,13.0,76.92307692307693
11.0,5.0,40.0,36.0,6.0,,3.0,1.0,44.0,30.0,7.0,0.0
3.0,2.0,33.0,26.0,8.0,,1.0,3.0,42.0,23.0,10.0,69.23076923076923
2.0,1.0,47.0,27.0,8.0,25.0,1.0,3.0,50.0,25.0,8.0,36.36363636363637
3.0,1.0,51.0,36.0,10.0,66.66666666666666,3.0,4.0,51.0,31.0,15.0,66.66666666666666
11.0,0.0,24.0,23.0,5.0,,4.0,2.0,26.0,13.0,5.0,44.44444444444444
2.0,4.0,37.0,27.0,4.0,40.0,3.0,2.0,44.0,25.0,12.0,54.54545454545454
13.0,3.0,43.0,38.0,9.0,100.0,0.0,1.0,44.0,26.0,15.0,66.66666666666666
0.0,1.0,20.0,14.0,12.0,100.0,0.0,1.0,19.0,7.0,3.0,33.33333333333333
3.0,5.0,64.0,36.0,9.0,30.76923076923077,0.0,4.0,50.0,19.0,18.0,45.0
0.0,3.0,28.0,23.0,12.0,0.0,1.0,1.0,40.0,20.0,6.0,33.33333333333333
4.0,2.0,29.0,25.0,16.0,,2.0,2.0,32.0,20.0,14.0,70.0
0.0,2.0,44.0,34.0,14.0,100.0,3.0,2.0,33.0,17.0,13.0,69.23076923076923
1.0,2.0,34.0,23.0,5.0,83.33333333333334,0.0,3.0,33.0,13.0,9.0,40.0
2.0,1.0,40.0,28.0,17.0,50.0,0.0,1.0,68.0,40.0,0.0,50.0
2.0,4.0,37.0,26.0,12.0,66.66666666666666,3.0,4.0,42.0,26.0,6.0,66.66666666666666
1.0,1.0,28.0,19.0,16.0,80.0,0.0,2.0,39.0,21.0,12.0,58.333333333333336
2.0,5.0,42.0,25.0,13.0,45.45454545454545,1.0,6.0,60.0,30.0,13.0,56.25
3.0,5.0,62.0,44.0,16.0,66.66666666666666,4.0,1.0,66.0,39.0,15.0,50.0
2.0,4.0,38.0,22.0,11.0,33.33333333333333,0.0,3.0,43.0,18.0,5.0,25.0
1.0,1.0,44.0,24.0,9.0,25.0,0.0,1.0,34.0,15.0,3.0,14.285714285714285
0.0,1.0,23.0,18.0,15.0,,1.0,5.0,31.0,18.0,9.0,69.23076923076923
0.0,0.0,41.0,21.0,3.0,40.0,0.0,3.0,30.0,20.0,5.0,50.0
3.0,3.0,38.0,27.0,14.0,57.14285714285714,1.0,8.0,43.0,28.0,11.0,36.36363636363637
3.0,3.0,60.0,39.0,12.0,63.63636363636363,0.0,2.0,49.0,27.0,13.0,25.0
1.0,4.0,61.0,36.0,17.0,50.0,1.0,3.0,50.0,30.0,13.0,46.15384615384615
3.0,3.0,25.0,16.0,20.0,100.0,0.0,4.0,24.0,11.0,4.0,28.57142857142857
3.0,8.0,70.0,43.0,10.0,55.55555555555556,0.0,7.0,57.0,35.0,15.0,46.15384615384615
5.0,5.0,35.0,26.0,17.0,88.88888888888889,1.0,4.0,32.0,19.0,10.0,33.33333333333333
6.0,1.0,34.0,26.0,13.0,66.66666666666666,2.0,2.0,38.0,22.0,13.0,42.857142857142854
0.0,2.0,49.0,30.0,7.0,62.5,0.0,8.0,48.0,24.0,12.0,36.36363636363637
2.0,2.0,31.0,22.0,8.0,33.33333333333333,0.0,8.0,39.0,22.0,8.0,54.54545454545454
2.0,6.0,35.0,23.0,16.0,50.0,1.0,5.0,44.0,26.0,9.0,36.36363636363637
0.0,1.0,34.0,24.0,5.0,66.66666666666666,1.0,5.0,33.0,15.0,6.0,45.45454545454545
0.0,0.0,38.0,26.0,12.0,100.0,0.0,3.0,31.0,19.0,7.0,50.0
1.0,0.0,27.0,21.0,16.0,83.33333333333334,0.0,4.0,48.0,28.0,16.0,50.0
2.0,9.0,47.0,32.0,13.0,60.0,3.0,9.0,57.0,32.0,15.0,70.58823529411765
2.0,7.0,33.0,22.0,24.0,66.66666666666666,1.0,2.0,37.0,20.0,11.0,37.5
0.0,0.0,47.0,34.0,2.0,66.66666666666666,0.0,2.0,18.0,12.0,10.0,0.0
1.0,2.0,63.0,36.0,20.0,37.5,4.0,6.0,57.0,33.0,10.0,0.0
0.0,8.0,39.0,28.0,21.0,57.14285714285714,0.0,5.0,51.0,33.0,16.0,55.55555555555556
0.0,1.0,25.0,16.0,13.0,0.0,4.0,7.0,37.0,24.0,12.0,58.333333333333336
1.0,2.0,23.0,16.0,11.0,85.71428571428571,0.0,3.0,27.0,11.0,3.0,41.66666666666667
5.0,3.0,29.0,24.0,12.0,66.66666666666666,1.0,3.0,31.0,18.0,10.0,54.54545454545454
2.0,4.0,62.0,36.0,11.0,25.0,4.0,11.0,56.0,33.0,12.0,33.33333333333333
3.0,4.0,44.0,26.0,10.0,57.14285714285714,0.0,4.0,45.0,24.0,4.0,33.33333333333333
1.0,2.0,26.0,23.0,10.0,,1.0,1.0,33.0,19.0,8.0,55.55555555555556
1.0,5.0,34.0,26.0,15.0,75.0,5.0,1.0,26.0,16.0,11.0,25.0
4.0,7.0,47.0,38.0,13.0,88.88888888888889,3.0,5.0,33.0,23.0,19.0,57.14285714285714
5.0,3.0,33.0,28.0,20.0,100.0,4.0,4.0,33.0,25.0,11.0,0.0
0.0,4.0,44.0,31.0,11.0,75.0,0.0,1.0,43.0,21.0,7.0,54.54545454545454
6.0,4.0,45.0,39.0,11.0,85.71428571428571,1.0,1.0,40.0,23.0,14.0,25.0
0.0,1.0,35.0,24.0,6.0,66.66666666666666,3.0,2.0,30.0,14.0,6.0,46.15384615384615
5.0,2.0,59.0,38.0,16.0,50.0,2.0,16.0,58.0,39.0,19.0,57.14285714285714
0.0,3.0,43.0,26.0,9.0,25.0,2.0,8.0,40.0,19.0,6.0,41.66666666666667
2.0,4.0,63.0,43.0,17.0,61.53846153846154,8.0,4.0,60.0,36.0,30.0,61.53846153846154
3.0,9.0,55.0,39.0,14.0,69.23076923076923,1.0,7.0,51.0,28.0,10.0,14.285714285714285
4.0,8.0,35.0,25.0,19.0,80.0,2.0,8.0,31.0,18.0,19.0,50.0
6.0,10.0,50.0,30.0,16.0,12.5,0.0,4.0,60.0,32.0,14.0,43.75
2.0,4.0,51.0,36.0,16.0,85.71428571428571,1.0,6.0,38.0,24.0,16.0,50.0
1.0,5.0,30.0,22.0,12.0,57.14285714285714,6.0,7.0,36.0,25.0,13.0,45.45454545454545
7.0,0.0,26.0,22.0,14.0,,3.0,5.0,30.0,18.0,9.0,60.0
1.0,4.0,69.0,43.0,13.0,60.0,2.0,7.0,45.0,30.0,15.0,37.5
0.0,10.0,60.0,28.0,10.0,50.0,0.0,6.0,49.0,20.0,7.0,38.46153846153847
1.0,10.0,47.0,28.0,22.0,60.0,3.0,3.0,54.0,32.0,12.0,40.0
3.0,6.0,56.0,45.0,22.0,87.5,10.0,7.0,44.0,31.0,25.0,69.23076923076923
2.0,3.0,93.0,52.0,8.0,53.84615384615385,2.0,7.0,56.0,33.0,8.0,27.27272727272727
0.0,8.0,66.0,35.0,17.0,42.857142857142854,1.0,3.0,64.0,35.0,19.0,66.66666666666666
4.0,4.0,32.0,26.0,21.0,100.0,2.0,1.0,40.0,25.0,5.0,25.0
4.0,1.0,52.0,29.0,17.0,28.57142857142857,0.0,4.0,51.0,28.0,15.0,50.0
0.0,3.0,36.0,27.0,10.0,0.0,0.0,5.0,33.0,19.0,8.0,37.5
2.0,4.0,69.0,42.0,9.0,57.14285714285714,2.0,7.0,34.0,24.0,11.0,37.5
2.0,4.0,47.0,32.0,14.0,78.57142857142857,0.0,4.0,40.0,17.0,16.0,60.0
0.0,4.0,39.0,24.0,12.0,57.14285714285714,1.0,0.0,49.0,25.0,10.0,45.45454545454545
2.0,3.0,40.0,24.0,17.0,37.5,1.0,8.0,41.0,25.0,13.0,33.33333333333333
3.0,2.0,36.0,24.0,6.0,57.14285714285714,0.0,2.0,57.0,25.0,6.0,53.333333333333336
3.0,5.0,32.0,22.0,11.0,42.857142857142854,0.0,0.0,70.0,31.0,5.0,50.0
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
3.0,6.0,60.0,36.0,16.0,66.66666666666666,4.0,15.0,38.0,29.0,15.0,55.55555555555556
8.0,6.0,53.0,34.0,20.0,57.14285714285714,1.0,6.0,48.0,30.0,21.0,42.857142857142854
1.0,6.0,34.0,24.0,16.0,80.0,1.0,6.0,32.0,15.0,7.0,25.0
2.0,2.0,34.0,21.0,9.0,40.0,0.0,8.0,31.0,12.0,9.0,58.82352941176471
2.0,0.0,28.0,22.0,4.0,66.66666666666666,2.0,3.0,19.0,9.0,5.0,14.285714285714285
5.0,2.0,55.0,35.0,19.0,66.66666666666666,1.0,1.0,52.0,34.0,14.0,28.57142857142857
0.0,3.0,58.0,31.0,3.0,50.0,0.0,2.0,61.0,25.0,10.0,33.33333333333333
0.0,4.0,51.0,26.0,25.0,58.333333333333336,1.0,8.0,56.0,30.0,16.0,45.45454545454545
