surface,winner_hand,winner_ht,winner_age,winner_rank,loser_name,loser_hand,loser_ht,loser_age,loser_rank,score,num_sets
Grass,R,170.0,27.29089665,3.0,Mirjana Lucic,R,181.0,34.28336756,56.0,6-4 2-1 RET,2
Grass,R,178.0,22.31622177,48.0,Irina Camelia Begu,R,181.0,25.81793292,27.0,6-3 6-1,2
Grass,R,161.0,27.12388775,21.0,Jelena Ostapenko,R,177.0,19.03353867,36.0,6-3 6-3,2
Grass,R,175.0,29.86721424,65.0,Svetlana Kuznetsova,R,174.0,30.98151951,14.0,2-6 6-4 7-5,3
Grass,R,184.0,23.10198494,33.0,Timea Bacsinszky,R,170.0,27.03353867,12.0,6-1 7-5,2
Grass,R,174.0,22.38193018,58.0,Lucie Safarova,L,177.0,29.3744011,30.0,7-6(5) 6-4,2
Grass,R,170.0,22.72963723,43.0,Ana Konjuh,R,174.0,18.48049281,107.0,6-1 5-3 RET,2
Grass,R,177.0,25.94387406,37.0,Samantha Stosur,R,172.0,32.22450376,16.0,6-2 6-1,2
Grass,L,159.0,25.14442163,49.0,Carla Suarez Navarro,R,162.0,27.79466119,13.0,3-6 6-4 6-1,3
Grass,R,184.0,24.24914442,17.0,Daria Gavrilova,R,166.0,22.29431896,51.0,6-2 6-2,2
Grass,R,168.0,26.21492129,62.0,Anastasia Pavlyuchenkova,R,177.0,24.96646133,23.0,6-4 6-3,2
Grass,R,176.0,29.88637919,53.0,Belinda Bencic,R,175.0,19.27994524,8.0,7-6(4) 7-6(5),2
Grass,L,183.0,26.28610541,11.0,Timea Babos,R,179.0,23.11293635,45.0,6-4 7-6(5),2
Grass,R,180.0,25.09514031,18.0,Lesia Tsurenko,R,174.0,27.05817933,42.0,7-6(4) 6-1,2
Grass,R,180.0,28.78028747,34.0,Sara Errani,R,164.0,29.14442163,22.0,6-1 3-6 6-4,3
Grass,L,178.0,28.03559206,39.0,Roberta Vinci,R,163.0,33.33607118,7.0,4-6 6-4 6-3,3
Grass,R,181.0,34.28336756,56.0,Denisa Allertova,R,180.0,23.2881588,82.0,6-4 6-2,2
Grass,R,178.0,22.31622177,48.0,Varvara Lepchenko,L,180.0,30.08350445,64.0,6-1 6-2,2
Grass,R,177.0,19.03353867,36.0,Darya Kasatkina,R,170.0,19.1211499,31.0,4-6 6-2 6-3,3
Grass,R,175.0,29.86721424,65.0,Yulia Putintseva,R,163.0,21.45106092,38.0,6-2 4-6 6-4,3
Grass,R,184.0,23.10198494,33.0,Yanina Wickmayer,R,182.0,26.66666667,46.0,7-6(6) 6-4,2
Grass,R,174.0,22.38193018,58.0,Anett Kontaveit,R,174.0,20.49007529,96.0,6-7(3) 6-4 6-4,3
Grass,R,170.0,22.72963723,43.0,Naomi Broady,R,189.0,26.30800821,84.0,6-1 6-1,2
Grass,R,177.0,25.94387406,37.0,Alize Cornet,R,173.0,26.40930869,60.0,6-1 6-3,2
Grass,L,159.0,25.14442163,49.0,Polona Hercog,R,182.0,25.41546886,83.0,6-4 6-4,2
Grass,R,166.0,22.29431896,51.0,Anna Karolina Schmiedlova,R,176.0,21.76865161,40.0,6-1 7-5,2
Grass,R,168.0,26.21492129,62.0,Alison Van Uytvanck,R,173.0,22.23682409,132.0,6-7(4) 7-6(4) 6-2,3
Grass,R,176.0,29.88637919,53.0,Heather Watson,R,170.0,24.08761123,50.0,6-2 6-3,2
Grass,R,179.0,23.11293635,45.0,Camila Giorgi,R,168.0,24.47364819,68.0,6-4 7-6(3),2
Grass,R,174.0,27.05817933,42.0,Shuai Zhang,R,177.0,27.41136208,63.0,6-1 7-6(3),2
Grass,R,180.0,28.78028747,34.0,Saisai Zheng,R,170.0,22.37097878,79.0,5-7 6-2 6-4,3
Grass,L,178.0,28.03559206,39.0,Tara Moore,R,163.0,23.87132101,229.0,7-5 6-4,2
Grass,R,175.0,34.75154004,1.0,Amra Sadikovic,R,186.0,27.1430527,148.0,6-2 6-4,2
Grass,R,170.0,24.12867899,65.0,Daniela Hantuchova,R,181.0,33.18001369,194.0,7-5 6-2,2
Grass,R,170.0,22.36002738,43.0,Heather Watson,R,170.0,24.10677618,55.0,3-6 6-0 12-10,3
Grass,R,174.0,22.26694045,98.0,Kristina Mladenovic,R,184.0,23.1211499,31.0,6-3 6-3,2
Grass,R,170.0,23.27173169,22.0,Shuai Peng,R,173.0,30.46680356,264.0,7-6(5) 6-2,2
Grass,R,180.0,30.59548255,126.0,Anna Tatishvili,R,171.0,26.39561944,105.0,7-5 3-0 RET,2
Grass,R,163.0,23.89048597,227.0,Alison Van Uytvanck,R,173.0,22.25598905,127.0,6-3 6-2,2
Grass,R,174.0,31.00068446,14.0,Caroline Wozniacki,R,177.0,25.96303901,45.0,7-5 6-4,2
Grass,R,170.0,27.05270363,11.0,Luksika Kumkhum,R,167.0,22.93497604,169.0,6-4 6-2,2
Grass,R,168.0,28.75564682,47.0,Aleksandra Krunic,R,163.0,23.28542094,120.0,6-1 6-4,2
Grass,R,163.0,21.47022587,39.0,Marina Melnikova,R,173.0,27.38945927,196.0,7-5 6-2,2
Grass,R,177.0,24.98562628,23.0,Su Wei Hsieh,R,169.0,30.47775496,69.0,7-5 1-6 6-1,3
Grass,R,185.0,24.55852156,30.0,Kateryna Bondarenko,R,175.0,29.88637919,60.0,6-2 7-6(3),2
Grass,R,179.0,23.1321013,44.0,Katie Swan,R,170.0,17.26214921,437.0,6-2 6-3,2
Grass,R,186.0,27.06639288,123.0,Kristyna Pliskova,L,184.0,24.26830938,107.0,6-3 3-6 7-5,3
Grass,R,163.0,33.35523614,7.0,Alison Riske,R,175.0,25.98494182,80.0,6-2 5-7 6-3,3
Grass,R,170.0,27.310061600000004,3.0,Kateryna Kozlova,R,170.0,22.34907598,97.0,6-2 6-1,2
Grass,R,174.0,18.49965777,103.0,Karin Knapp,R,180.0,28.99931554,90.0,6-3 6-3,2
Grass,R,174.0,20.13141684,114.0,Pauline Parmentier,R,175.0,30.40383299,89.0,6-3 7-5,2
Grass,R,177.0,22.69678303,32.0,Cagla Buyukakcay,R,172.0,26.74606434,77.0,6-2 6-3,2
Grass,R,161.0,27.1430527,18.0,Mirjana Lucic,R,181.0,34.30253251,53.0,7-5 6-3,2
Grass,R,166.0,22.31348392,56.0,Qiang Wang,R,172.0,24.45174538,72.0,2-6 6-3 6-4,3
Grass,R,178.0,22.33538672,48.0,Magdalena Rybarikova,R,180.0,27.72895277,94.0,6-3 6-4,2
Grass,R,180.0,25.11430527,19.0,Monica Puig,R,170.0,22.74880219,36.0,6-1 7-5,2
Grass,L,183.0,26.30527036,10.0,Sorana Cirstea,R,176.0,26.22313484,85.0,6-0 6-4,2
Grass,L,178.0,28.05475702,35.0,Johanna Larsson,R,174.0,27.86036961,54.0,6-1 4-6 6-1,3
Grass,R,170.0,27.39219713,102.0,Lesia Tsurenko,R,174.0,27.07734428,41.0,6-3 7-5,2
Grass,R,164.0,30.25051335,26.0,Anett Kontaveit,R,174.0,20.50924025,95.0,4-6 6-4 6-4,3
Grass,R,180.0,28.79945243,38.0,Nao Hibino,R,163.0,21.5797399,70.0,3-6 7-5 6-2,3
Grass,R,176.0,29.90554415,50.0,Tamira Paszek,R,165.0,25.5578371,110.0,7-5 6-2,2
Grass,R,181.0,24.79945243,225.0,Tatjana Maria,R,172.0,28.88706366,104.0,6-4 0-6 6-2,3
Grass,R,175.0,19.2991102,13.0,Tsvetana Pironkova,R,180.0,28.78850103,71.0,6-2 6-3,2
Grass,R,168.0,24.75017112,5.0,Anna Karolina Schmiedlova,R,176.0,21.78781656,40.0,6-4 6-1,2
Grass,R,166.0,36.0109514,111.0,Anastasija Sevastova,U,169.0,26.20670773,66.0,7-6(7) 6-4,2
Grass,R,185.0,25.96303901,68.0,Danka Kovinic,R,169.0,21.60711841,52.0,6-2 7-6(3),2
Grass,R,182.0,24.54757016,28.0,Jelena Ostapenko,R,177.0,19.05270363,34.0,6-3 6-2,2
Grass,R,164.0,29.16358658,21.0,Patricia Maria Tig,R,180.0,21.9192334,100.0,6-4 6-4,2
Grass,R,173.0,26.42847365,61.0,Polona Hercog,R,182.0,25.43463381,86.0,6-3 6-0,2
Grass,R,165.0,30.46132786,51.0,Nicole Gibbs,R,168.0,23.31827515,76.0,6-3 6-1,2
Grass,R,178.0,21.35797399,9.0,Laura Siegemund,R,168.0,28.31485284,42.0,6-3 6-1,2
Grass,R,184.0,24.26830938,17.0,Yanina Wickmayer,R,182.0,26.68583162,46.0,6-2 0-6 8-6,3
Grass,L,159.0,25.16358658,49.0,Louisa Chirico,R,175.0,20.11498973,73.0,6-1 6-2,2
Grass,R,174.0,22.40109514,57.0,Zarina Diyas,R,172.0,22.69130732,99.0,6-4 6-0,2
Grass,U,180.0,21.61533196,223.0,Ana Ivanovic,R,183.0,28.64065708,25.0,6-2 7-5,2
Grass,R,176.0,21.36071184,109.0,Irina Camelia Begu,R,181.0,25.83709788,27.0,6-1 6-4,2
Grass,R,155.0,24.49281314,93.0,Madison Brengle,R,168.0,26.23408624,58.0,6-2 6-7(5) 6-3,3
Grass,L,180.0,30.1026694,64.0,Teliana Pereira,R,167.0,27.93702943,88.0,5-7 7-6(3) 6-2,3
Grass,L,173.0,28.44079398,4.0,Laura Robson,L,180.0,22.4312115,283.0,6-2 6-2,2
Grass,R,185.0,36.02737851,8.0,Donna Vekic,R,179.0,19.99726215,112.0,7-6(3) 6-4,2
Grass,R,172.0,20.92539357,115.0,Saisai Zheng,R,170.0,22.39014374,79.0,6-3 6-2,2
Grass,R,166.0,24.27104723,87.0,Olga Govortsova,R,182.0,27.84394251,113.0,6-2 1-6 8-6,3
Grass,R,170.0,19.14031485,33.0,Victoria Duval,R,,20.57494867,572.0,6-0 7-5,2
Grass,R,177.0,31.32648871,24.0,Stefanie Voegele,R,170.0,26.29979466,101.0,6-2 6-2,2
Grass,R,174.0,28.30937714,153.0,Irina Falconi,R,163.0,26.14921287,75.0,4-6 6-3 10-8,3
Grass,R,180.0,23.30732375,82.0,Margarita Gasparyan,R,183.0,21.82067077,59.0,6-3 3-0 RET,2
Grass,R,162.0,27.81382615,12.0,Shuai Zhang,R,177.0,27.43052704,63.0,6-3 4-6 6-4,3
Grass,R,172.0,32.24366872,16.0,Magda Linette,R,171.0,24.37234771,92.0,7-5 6-3,2
Grass,R,178.0,26.76249144,81.0,Shelby Rogers,R,175.0,23.70431212,62.0,6-1 6-3,2
Grass,R,180.0,28.79123888,96.0,Julia Goerges,R,180.0,27.649555100000004,78.0,7-5 6-4,2
Grass,R,174.0,21.79055441,20.0,Naomi Broady,R,189.0,26.32717317,83.0,6-2 6-3,2
Grass,L,177.0,29.39356605,29.0,Bethanie Mattek Sands,R,168.0,31.26351814,84.0,6-7(7) 7-6(3) 7-5,3
Grass,R,188.0,21.35523614,106.0,Paula Kania,R,168.0,23.6386037,209.0,7-5 6-3,2
Grass,R,168.0,23.08008214,124.0,Mariana Duque Marino,R,169.0,26.87474333,74.0,7-5 7-5,2
Grass,R,182.0,22.71868583,2.0,Camila Giorgi,R,168.0,24.49281314,67.0,6-2 5-7 6-4,3
Grass,R,175.0,34.75154004,1.0,Christina Mchale,R,170.0,24.12867899,65.0,6-7(7) 6-2 6-4,3
Grass,R,170.0,22.36002738,43.0,Aliaksandra Sasnovich,R,174.0,22.26694045,98.0,6-2 6-1,2
Grass,R,170.0,23.27173169,22.0,Mandy Minella,R,180.0,30.59548255,126.0,3-6 7-6(6) 8-6,3
Grass,R,174.0,31.00068446,14.0,Tara Moore,R,163.0,23.89048597,227.0,6-1 2-6 6-3,3
Grass,R,170.0,27.05270363,11.0,Monica Niculescu,R,168.0,28.75564682,47.0,4-6 6-2 6-1,3
Grass,R,177.0,24.98562628,23.0,Yulia Putintseva,R,163.0,21.47022587,39.0,7-5 6-1,2
Grass,R,185.0,24.55852156,30.0,Timea Babos,R,179.0,23.1321013,44.0,6-2 6-3,2
Grass,R,163.0,33.35523614,7.0,Ying Ying Duan,R,186.0,27.06639288,123.0,6-3 7-5,2
Grass,R,170.0,27.310061600000004,3.0,Ana Konjuh,R,174.0,18.49965777,103.0,6-2 4-6 9-7,3
Grass,R,174.0,20.13141684,114.0,Caroline Garcia,R,177.0,22.69678303,32.0,4-6 6-4 6-1,3
Grass,R,161.0,27.1430527,18.0,Daria Gavrilova,R,166.0,22.31348392,56.0,6-3 6-2,2
Grass,R,178.0,22.33538672,48.0,Johanna Konta,R,180.0,25.11430527,19.0,6-3 1-6 6-1,3
Grass,L,178.0,28.05475702,35.0,Petra Kvitova,L,183.0,26.30527036,10.0,7-5 7-6(5),2
Grass,R,164.0,30.25051335,26.0,Evgeniya Rodina,R,170.0,27.39219713,102.0,6-4 6-0,2
Grass,R,176.0,29.90554415,50.0,Andrea Petkovic,R,180.0,28.79945243,38.0,7-5 6-3,2
Grass,R,181.0,24.79945243,225.0,Belinda Bencic,R,175.0,19.2991102,13.0,6-4 1-0 RET,2
Grass,R,168.0,24.75017112,5.0,Francesca Schiavone,R,166.0,36.0109514,111.0,6-1 6-1,2
Grass,R,182.0,24.54757016,28.0,Mona Barthel,R,185.0,25.96303901,68.0,6-4 6-4,2
Grass,R,173.0,26.42847365,61.0,Sara Errani,R,164.0,29.16358658,21.0,7-6(4) 7-5,2
Grass,R,178.0,21.35797399,9.0,Kirsten Flipkens,R,165.0,30.46132786,51.0,6-4 4-6 6-3,3
Grass,L,159.0,25.16358658,49.0,Karolina Pliskova,R,184.0,24.26830938,17.0,7-6(5) 6-3,2
Grass,R,174.0,22.40109514,57.0,Ekaterina Alexandrova,U,180.0,21.61533196,223.0,6-4 7-6(1),2
Grass,R,176.0,21.36071184,109.0,Kurumi Nara,R,155.0,24.49281314,93.0,6-3 6-0,2
Grass,L,173.0,28.44079398,4.0,Varvara Lepchenko,L,180.0,30.1026694,64.0,6-1 6-4,2
Grass,R,185.0,36.02737851,8.0,Maria Sakkari,R,172.0,20.92539357,115.0,7-5 4-6 6-3,3
Grass,R,170.0,19.14031485,33.0,Lara Arruabarrena,R,166.0,24.27104723,87.0,7-6(9) 6-3,2
Grass,R,174.0,28.30937714,153.0,Jelena Jankovic,R,177.0,31.32648871,24.0,4-6 7-6(1) 8-6,3
Grass,R,162.0,27.81382615,12.0,Denisa Allertova,R,180.0,23.30732375,82.0,3-6 6-2 6-1,3
Grass,R,178.0,26.76249144,81.0,Samantha Stosur,R,172.0,32.24366872,16.0,6-4 6-2,2
Grass,R,180.0,28.79123888,96.0,Elina Svitolina,R,174.0,21.79055441,20.0,6-2 3-6 6-4,3
Grass,L,177.0,29.39356605,29.0,Samantha Crawford,R,188.0,21.35523614,106.0,6-3 6-4,2
Grass,R,168.0,23.08008214,124.0,Garbine Muguruza,R,182.0,22.71868583,2.0,6-3 6-2,2
Grass,R,175.0,34.75154004,1.0,Annika Beck,R,170.0,22.36002738,43.0,6-3 6-0,2
Grass,R,174.0,31.00068446,14.0,Sloane Stephens,R,170.0,23.27173169,22.0,6-7(1) 6-2 8-6,3
Grass,R,177.0,24.98562628,23.0,Timea Bacsinszky,R,170.0,27.05270363,11.0,6-3 6-2,2
Grass,R,185.0,24.55852156,30.0,Roberta Vinci,R,163.0,33.35523614,7.0,6-3 6-4,2
Grass,R,170.0,27.310061600000004,3.0,Katerina Siniakova,R,174.0,20.13141684,114.0,6-3 6-1,2
Grass,R,161.0,27.1430527,18.0,Eugenie Bouchard,R,178.0,22.33538672,48.0,6-4 6-3,2
Grass,L,178.0,28.05475702,35.0,Barbora Zahlavova Strycova,R,164.0,30.25051335,26.0,6-4 6-2,2
Grass,R,176.0,29.90554415,50.0,Julia Boserup,R,181.0,24.79945243,225.0,7-5 7-5,2
Grass,R,168.0,24.75017112,5.0,Kiki Bertens,R,182.0,24.54757016,28.0,6-4 6-3,2
Grass,R,178.0,21.35797399,9.0,Alize Cornet,R,173.0,26.42847365,61.0,6-4 5-7 6-2,3
Grass,L,159.0,25.16358658,49.0,Anna Lena Friedsam,R,174.0,22.40109514,57.0,7-6(1) 6-3,2
Grass,L,173.0,28.44079398,4.0,Carina Witthoeft,R,176.0,21.36071184,109.0,7-6(11) 6-1,2
Grass,R,185.0,36.02737851,8.0,Darya Kasatkina,R,170.0,19.14031485,33.0,7-5 4-6 10-8,3
Grass,R,162.0,27.81382615,12.0,Marina Erakovic,R,174.0,28.30937714,153.0,6-2 6-2,2
Grass,R,180.0,28.79123888,96.0,Sabine Lisicki,R,178.0,26.76249144,81.0,7-6(2) 6-1,2
Grass,L,177.0,29.39356605,29.0,Jana Cepelova,R,168.0,23.08008214,124.0,4-6 6-1 12-10,3
Grass,R,175.0,34.75154004,1.0,Svetlana Kuznetsova,R,174.0,31.00068446,14.0,7-5 6-0,2
Grass,R,177.0,24.98562628,23.0,Coco Vandeweghe,R,185.0,24.55852156,30.0,6-3 6-3,2
Grass,R,161.0,27.1430527,18.0,Agnieszka Radwanska,R,170.0,27.310061600000004,3.0,6-3 5-7 9-7,3
Grass,R,176.0,29.90554415,50.0,Ekaterina Makarova,L,178.0,28.05475702,35.0,5-7 6-1 9-7,3
Grass,R,168.0,24.75017112,5.0,Madison Keys,R,178.0,21.35797399,9.0,6-7(5) 6-4 6-3,3
Grass,L,173.0,28.44079398,4.0,Misaki Doi,L,159.0,25.16358658,49.0,6-3 6-1,2
Grass,R,185.0,36.02737851,8.0,Carla Suarez Navarro,R,162.0,27.81382615,12.0,7-6(3) 6-4,2
Grass,R,180.0,28.79123888,96.0,Lucie Safarova,L,177.0,29.39356605,29.0,6-2 6-4,2
Grass,R,175.0,34.75154004,1.0,Anastasia Pavlyuchenkova,R,177.0,24.98562628,23.0,6-4 6-4,2
Grass,R,176.0,29.90554415,50.0,Dominika Cibulkova,R,161.0,27.1430527,18.0,6-2 6-2,2
Grass,L,173.0,28.44079398,4.0,Simona Halep,R,168.0,24.75017112,5.0,7-5 7-6(2),2
Grass,R,185.0,36.02737851,8.0,Yaroslava Shvedova,R,180.0,28.79123888,96.0,7-6(5) 6-2,2
Grass,R,175.0,34.75154004,1.0,Elena Vesnina,R,176.0,29.90554415,50.0,6-2 6-0,2
Grass,L,173.0,28.44079398,4.0,Venus Williams,R,185.0,36.02737851,8.0,6-4 6-4,2
Grass,R,175.0,34.75154004,1.0,Angelique Kerber,L,173.0,28.44079398,4.0,7-5 6-3,2
Clay,R,168.0,24.78850103,5.0,Anastasija Sevastova,U,169.0,26.24503765,66.0,6-0 6-0,2
Clay,R,168.0,24.78850103,5.0,Vania King,R,165.0,27.35660507,144.0,6-7(3) 6-4 6-3,3
Clay,U,169.0,26.24503765,66.0,Laura Siegemund,R,168.0,28.35318275,43.0,6-3 6-2,2
Clay,R,168.0,24.78850103,5.0,Danka Kovinic,R,169.0,21.64544832,54.0,6-4 6-2,2
Clay,R,165.0,27.35660507,144.0,Pauline Parmentier,R,175.0,30.4421629,74.0,6-3 6-1,2
Clay,R,168.0,28.35318275,43.0,Polona Hercog,R,182.0,25.47296372,84.0,6-2 6-1,2
Clay,U,169.0,26.24503765,66.0,Sara Errani,R,164.0,29.2019165,21.0,7-6(4) 6-3,2
Clay,R,168.0,24.78850103,5.0,Isabella Shinikova,R,,24.7118412,156.0,6-4 6-3,2
Clay,R,169.0,21.64544832,54.0,Polina Leykina,R,,21.80698152,201.0,6-3 6-2,2
Clay,R,175.0,30.4421629,74.0,Aliaksandra Sasnovich,R,174.0,22.30527036,104.0,7-6(3) 6-4,2
Clay,R,165.0,27.35660507,144.0,Cagla Buyukakcay,R,172.0,26.78439425,73.0,7-6(5) 4-6 6-1,3
Clay,R,182.0,25.47296372,84.0,Monica Niculescu,R,168.0,28.79397673,53.0,6-4 6-3,2
Clay,R,168.0,28.35318275,43.0,Misa Eguchi,R,173.0,24.22997947,159.0,6-4 6-1,2
Clay,U,169.0,26.24503765,66.0,Patricia Maria Tig,R,180.0,21.95756331,99.0,6-2 6-2,2
Clay,R,164.0,29.2019165,21.0,Francesca Schiavone,R,166.0,36.04928131,101.0,1-6 6-2 0-0 RET,3
Clay,R,168.0,24.78850103,5.0,Barbora Krejcikova,R,178.0,20.56399726,200.0,3-6 6-1 6-1,3
Clay,R,,24.7118412,156.0,Kateryna Kozlova,R,170.0,22.38740589,95.0,6-2 3-6 6-3,3
Clay,R,,21.80698152,201.0,Shilin Xu,R,,18.49965777,214.0,1-6 6-1 7-6(7),3
Clay,R,169.0,21.64544832,54.0,Nadia Podoroska,U,,19.41409993,250.0,6-1 6-0,2
Clay,R,174.0,22.30527036,104.0,Anna Karolina Schmiedlova,R,176.0,21.82614648,41.0,6-4 1-6 7-5,3
Clay,R,175.0,30.4421629,74.0,Ysaline Bonaventure,L,178.0,21.86721424,141.0,6-4 6-2,2
Clay,R,165.0,27.35660507,144.0,Paula Kania,R,168.0,23.67693361,186.0,7-6(4) 6-0,2
Clay,R,172.0,26.78439425,73.0,Kristina Kucova,R,163.0,26.13552361,117.0,6-0 7-5,2
Clay,R,168.0,28.79397673,53.0,Cristina Andreea Mitu,R,175.0,24.80219028,152.0,6-2 6-4,2
Clay,R,182.0,25.47296372,84.0,Sesil Karatantcheva,R,171.0,26.92402464,206.0,6-1 2-6 6-2,3
Clay,R,173.0,24.22997947,159.0,Maria Teresa Torro Flor,R,173.0,24.19164956,208.0,6-1 6-2,2
Clay,R,168.0,28.35318275,43.0,Teliana Pereira,R,167.0,27.97535934,90.0,6-2 6-2,2
Clay,U,169.0,26.24503765,66.0,Elena Gabriela Ruse,U,,18.67761807,321.0,6-3 6-4,2
Clay,R,180.0,21.95756331,99.0,Ioana Minca,U,,17.78781656,,7-6(5) 6-3,2
Clay,R,166.0,36.04928131,101.0,Elitsa Kostova,U,,26.2532512,136.0,6-2 7-6(3),2
Clay,R,164.0,29.2019165,21.0,Aleksandra Krunic,R,163.0,23.32375086,134.0,6-3 6-2,2
Clay,R,169.0,23.73442847,105.0,Kiki Bertens,R,182.0,24.58590007,26.0,4-6 6-3 6-4,3
Clay,R,182.0,24.58590007,26.0,Timea Bacsinszky,R,170.0,27.09103354,17.0,7-5 7-6(1),2
Clay,R,169.0,23.73442847,105.0,Rebeka Masarova,U,,16.93086927,797.0,6-3 6-2,2
Clay,R,170.0,27.09103354,17.0,Johanna Larsson,R,174.0,27.89869952,55.0,6-0 6-1,2
Clay,R,182.0,24.58590007,26.0,Irina Khromacheva,L,167.0,21.16632444,118.0,6-3 6-1,2
Clay,R,169.0,23.73442847,105.0,Carina Witthoeft,R,176.0,21.39904175,100.0,7-6(4) 7-6(4),2
Clay,U,,16.93086927,797.0,Annika Beck,R,170.0,22.39835729,38.0,7-5 6-2,2
Clay,R,170.0,27.09103354,17.0,Mandy Minella,R,180.0,30.63381246,114.0,6-2 6-2,2
Clay,R,174.0,27.89869952,55.0,Amra Sadikovic,R,186.0,27.18138261,135.0,6-3 6-4,2
Clay,R,182.0,24.58590007,26.0,Claire Feuerstein,L,,30.36550308,428.0,7-6(9) 6-1,2
Clay,L,167.0,21.16632444,118.0,Julia Goerges,R,180.0,27.68788501,75.0,7-5 6-3,2
Clay,R,169.0,23.73442847,105.0,Evgeniya Rodina,R,170.0,27.43052704,102.0,7-5 6-1,2
Clay,R,176.0,21.39904175,100.0,Lara Arruabarrena,R,166.0,24.30937714,85.0,6-1 7-6(7),2
Clay,R,170.0,22.39835729,38.0,Katerina Siniakova,R,174.0,20.16974675,93.0,6-2 6-1,2
Clay,U,,16.93086927,797.0,Anett Kontaveit,R,174.0,20.54757016,92.0,7-6(2) 4-6 6-2,3
Clay,R,170.0,27.09103354,17.0,Sara Sorribes Tormo,R,176.0,19.75633128,148.0,6-3 6-2,2
Clay,R,180.0,30.63381246,114.0,Ons Jabeur,R,,21.86995209,182.0,4-6 7-6(5) 6-4,3
Clay,R,186.0,27.18138261,135.0,Rebecca Peterson,R,173.0,20.93086927,123.0,6-2 3-6 6-3,3
Clay,R,174.0,27.89869952,55.0,Bethanie Mattek Sands,R,168.0,31.30184805,106.0,7-5 6-2,2
Clay,R,182.0,24.58590007,26.0,Tamira Paszek,R,165.0,25.59616701,109.0,5-7 6-2 6-4,3
Clay,L,,30.36550308,428.0,Silvia Soler Espinosa,R,169.0,28.64339494,127.0,2-6 6-2 6-0,3
Clay,L,167.0,21.16632444,118.0,Lucie Hradecka,R,177.0,31.14031485,169.0,6-2 7-5,2
Clay,R,180.0,27.68788501,75.0,Jana Cepelova,R,168.0,23.11841205,112.0,6-0 6-3,2
Clay,R,169.0,23.73442847,105.0,Mona Barthel,R,185.0,26.00136893,57.0,2-6 6-1 7-5,3
Clay,R,170.0,27.43052704,102.0,Barbara Haas,R,,20.31211499,142.0,6-3 7-6(8),2
Clay,R,176.0,21.39904175,100.0,Stefanie Voegele,R,170.0,26.33812457,103.0,6-4 4-6 6-1,3
Clay,R,166.0,24.30937714,85.0,Caroline Garcia,R,177.0,22.73511294,32.0,6-7(5) 6-1 6-4,3
Clay,R,170.0,22.39835729,38.0,Marina Erakovic,R,174.0,28.34770705,115.0,3-6 6-2 7-5,3
Clay,R,174.0,20.16974675,93.0,Patty Schnyder,L,168.0,37.5742642,338.0,2-6 7-5 6-4,3
Clay,R,174.0,20.54757016,92.0,Maria Sakkari,R,172.0,20.96372348,97.0,7-5 6-1,2
Clay,U,,16.93086927,797.0,Jelena Jankovic,R,177.0,31.36481862,27.0,1-6 6-4 6-2,3
Clay,R,168.0,28.37234771,40.0,Katerina Siniakova,R,174.0,20.1889117,92.0,7-5 6-1,2
Clay,R,168.0,28.37234771,40.0,Julia Goerges,R,180.0,27.70704997,73.0,4-6 6-3 4-0 RET,3
Clay,R,174.0,20.1889117,92.0,Johanna Larsson,R,174.0,27.91786448,82.0,7-5 6-1,2
Clay,R,168.0,28.37234771,40.0,Lara Arruabarrena,R,166.0,24.32854209,98.0,7-5 6-3,2
Clay,R,180.0,27.70704997,73.0,Karin Knapp,R,180.0,29.0568104,85.0,4-6 6-2 6-3,3
Clay,R,174.0,27.91786448,82.0,Annika Beck,R,170.0,22.41752225,37.0,7-5 6-1,2
Clay,R,174.0,20.1889117,92.0,Sara Errani,R,164.0,29.22108145,25.0,7-6(2) 6-3,2
Clay,R,166.0,24.32854209,98.0,Angelique Kerber,L,173.0,28.49828884,2.0,W/O,0
Clay,R,168.0,28.37234771,40.0,Lucie Hradecka,R,177.0,31.15947981,166.0,7-5 7-6(4),2
Clay,R,180.0,27.70704997,73.0,Bethanie Mattek Sands,R,168.0,31.321013,106.0,2-6 6-4 6-2,3
Clay,R,180.0,29.0568104,85.0,Mona Barthel,R,185.0,26.02053388,79.0,6-0 7-5,2
Clay,R,174.0,27.91786448,82.0,Sara Sorribes Tormo,R,176.0,19.77549624,145.0,6-0 6-3,2
Clay,R,170.0,22.41752225,37.0,Anastasija Sevastova,U,169.0,26.2642026,49.0,6-2 6-0,2
Clay,R,174.0,20.1889117,92.0,Anna Karolina Schmiedlova,R,176.0,21.84531143,53.0,6-3 4-6 6-4,3
Clay,R,164.0,29.22108145,25.0,Viktorija Golubic,R,169.0,23.75359343,72.0,7-6(6) 6-1,2
Clay,L,173.0,28.49828884,2.0,Cornelia Lister,U,,22.14647502,664.0,2-6 6-4 6-2,3
Clay,R,166.0,24.32854209,98.0,Aliaksandra Sasnovich,R,174.0,22.32443532,103.0,6-2 4-6 6-1,3
Clay,R,177.0,31.15947981,166.0,Teliana Pereira,R,167.0,27.9945243,95.0,6-2 6-2,2
Clay,R,168.0,28.37234771,40.0,Kateryna Kozlova,R,170.0,22.40657084,96.0,6-1 6-2,2
Clay,R,168.0,31.321013,106.0,Kiki Bertens,R,182.0,24.60506502,21.0,7-5 6-2,2
Clay,R,180.0,27.70704997,73.0,Polona Hercog,R,182.0,25.49212868,91.0,6-7(7) 6-3 6-4,3
