School Year,SRC School ID,School Name,Learning Network,Grade Level,Student Enrollment,ELL Count,ELL Pct,Not ELL Count,Not ELL Pct,IEP Count,IEP Pct,Not IEP Count,Not IEP Pct,Female Count,Female Pct,Male Count,Male Pct,American Indian Count,American Indian Pct,Asian Count,Asian Pct,Black/African American Count,Black/African American Pct,Hispanic Count,Hispanic Pct,Multi-Race Count,Multi-Race Pct,Pacific Islander Count,Pacific Islander Pct,White Count,White Pct,CEP Economically Disadvantaged Rate
2018-2019,264,Southwark School,Network 10,All Grades,863,373,43.22,490,56.78,96,11.12,767,88.88,448,51.91,415,48.09,1,0.12,263,30.48,108,12.51,386,44.73,36,4.17,0,0.00,69,8.00,100.00
2018-2019,265,Science Leadership Academy,Innovation,09,127,0,0.00,127,100.00,10,7.87,117,92.13,73,57.48,54,42.52,0,0.00,14,11.02,48,37.80,10,7.87,12,9.45,0,0.00,43,33.86,.
2018-2019,265,Science Leadership Academy,Innovation,10,128,4,3.13,124,96.88,17,13.28,111,86.72,61,47.66,67,52.34,0,0.00,10,7.81,48,37.50,14,10.94,8,6.25,0,0.00,48,37.50,.
2018-2019,265,Science Leadership Academy,Innovation,11,123,3,2.44,120,97.56,11,8.94,112,91.06,73,59.35,50,40.65,0,0.00,13,10.57,46,37.40,18,14.63,1,0.81,0,0.00,45,36.59,.
2018-2019,265,Science Leadership Academy,Innovation,12,122,4,3.28,118,96.72,16,13.11,106,86.89,62,50.82,60,49.18,0,0.00,19,15.57,41,33.61,8,6.56,2,1.64,0,0.00,52,42.62,.
2018-2019,265,Science Leadership Academy,Innovation,All Grades,500,11,2.20,489,97.80,54,10.80,446,89.20,269,53.80,231,46.20,0,0.00,56,11.20,183,36.60,50,10.00,23,4.60,0,0.00,188,37.60,50.88
2018-2019,267,Constitution High School,Network 3,09,83,2,2.41,81,97.59,6,7.23,77,92.77,49,59.04,34,40.96,0,0.00,5,6.02,62,74.70,8,9.64,5,6.02,0,0.00,3,3.61,.
2018-2019,267,Constitution High School,Network 3,10,109,8,7.34,101,92.66,15,13.76,94,86.24,63,57.80,46,42.20,0,0.00,9,8.26,77,70.64,13,11.93,4,3.67,0,0.00,6,5.50,.
2018-2019,267,Constitution High School,Network 3,11,99,3,3.03,96,96.97,8,8.08,91,91.92,56,56.57,43,43.43,0,0.00,5,5.05,68,68.69,20,20.20,1,1.01,0,0.00,5,5.05,.
2018-2019,267,Constitution High School,Network 3,12,94,4,4.26,90,95.74,13,13.83,81,86.17,53,56.38,41,43.62,0,0.00,7,7.45,64,68.09,13,13.83,6,6.38,0,0.00,4,4.26,.
2018-2019,267,Constitution High School,Network 3,All Grades,385,17,4.42,368,95.58,42,10.91,343,89.09,221,57.40,164,42.60,0,0.00,26,6.75,271,70.39,54,14.03,16,4.16,0,0.00,18,4.68,94.75
2018-2019,268,The Science Leadership Academy at Beeber,Innovation,05,61,0,0.00,61,100.00,4,6.56,57,93.44,32,52.46,29,47.54,0,0.00,0,0.00,50,81.97,1,1.64,3,4.92,0,0.00,7,11.48,.
2018-2019,268,The Science Leadership Academy at Beeber,Innovation,09,111,7,6.31,104,93.69,8,7.21,103,92.79,52,46.85,59,53.15,0,0.00,7,6.31,67,60.36,7,6.31,7,6.31,0,0.00,23,20.72,.
2018-2019,268,The Science Leadership Academy at Beeber,Innovation,10,129,6,4.65,123,95.35,17,13.18,112,86.82,63,48.84,66,51.16,1,0.78,3,2.33,84,65.12,15,11.63,5,3.88,0,0.00,21,16.28,.
2018-2019,268,The Science Leadership Academy at Beeber,Innovation,11,124,3,2.42,121,97.58,17,13.71,107,86.29,61,49.19,63,50.81,0,0.00,4,3.23,88,70.97,13,10.48,9,7.26,0,0.00,10,8.06,.
2018-2019,268,The Science Leadership Academy at Beeber,Innovation,12,116,4,3.45,112,96.55,11,9.48,105,90.52,64,55.17,52,44.83,0,0.00,3,2.59,74,63.79,14,12.07,8,6.90,0,0.00,17,14.66,.
2018-2019,268,The Science Leadership Academy at Beeber,Innovation,All Grades,541,20,3.70,521,96.30,57,10.54,484,89.46,272,50.28,269,49.72,1,0.18,17,3.14,363,67.10,50,9.24,32,5.91,0,0.00,78,14.42,72.75
2018-2019,269,John H. Taggart School,Network 12,00,56,9,16.07,47,83.93,5,8.93,51,91.07,23,41.07,33,58.93,0,0.00,27,48.21,11,19.64,10,17.86,4,7.14,0,0.00,4,7.14,.
2018-2019,269,John H. Taggart School,Network 12,01,56,16,28.57,40,71.43,4,7.14,52,92.86,32,57.14,24,42.86,0,0.00,29,51.79,4,7.14,17,30.36,4,7.14,0,0.00,2,3.57,.
2018-2019,269,John H. Taggart School,Network 12,02,57,32,56.14,25,43.86,7,12.28,50,87.72,26,45.61,31,54.39,0,0.00,33,57.89,5,8.77,13,22.81,3,5.26,0,0.00,3,5.26,.
2018-2019,269,John H. Taggart School,Network 12,03,58,27,46.55,31,53.45,8,13.79,50,86.21,28,48.28,30,51.72,0,0.00,32,55.17,8,13.79,9,15.52,6,10.34,0,0.00,3,5.17,.
2018-2019,269,John H. Taggart School,Network 12,04,50,17,34.00,33,66.00,8,16.00,42,84.00,27,54.00,23,46.00,0,0.00,21,42.00,10,20.00,10,20.00,6,12.00,0,0.00,3,6.00,.
2018-2019,269,John H. Taggart School,Network 12,05,43,17,39.53,26,60.47,3,6.98,40,93.02,16,37.21,27,62.79,0,0.00,20,46.51,8,18.60,11,25.58,3,6.98,0,0.00,1,2.33,.
2018-2019,269,John H. Taggart School,Network 12,06,36,13,36.11,23,63.89,4,11.11,32,88.89,15,41.67,21,58.33,0,0.00,19,52.78,4,11.11,7,19.44,3,8.33,0,0.00,3,8.33,.
2018-2019,269,John H. Taggart School,Network 12,07,54,20,37.04,34,62.96,5,9.26,49,90.74,24,44.44,30,55.56,0,0.00,30,55.56,6,11.11,12,22.22,4,7.41,0,0.00,2,3.70,.
2018-2019,269,John H. Taggart School,Network 12,08,41,14,34.15,27,65.85,7,17.07,34,82.93,18,43.90,23,56.10,0,0.00,16,39.02,8,19.51,10,24.39,2,4.88,0,0.00,5,12.20,.
2018-2019,269,John H. Taggart School,Network 12,All Grades,451,165,36.59,286,63.41,51,11.31,400,88.69,209,46.34,242,53.66,0,0.00,227,50.33,64,14.19,99,21.95,35,7.76,0,0.00,26,5.76,100.00
2018-2019,272,Vare-Washington School,Network 3,00,44,19,43.18,25,56.82,7,15.91,37,84.09,18,40.91,26,59.09,0,0.00,9,20.45,5,11.36,15,34.09,3,6.82,0,0.00,12,27.27,.
2018-2019,272,Vare-Washington School,Network 3,01,46,13,28.26,33,71.74,5,10.87,41,89.13,23,50.00,23,50.00,0,0.00,5,10.87,8,17.39,15,32.61,5,10.87,0,0.00,13,28.26,.
2018-2019,272,Vare-Washington School,Network 3,02,26,8,30.77,18,69.23,2,7.69,24,92.31,21,80.77,5,19.23,0,0.00,4,15.38,12,46.15,8,30.77,0,0.00,0,0.00,2,7.69,.
2018-2019,272,Vare-Washington School,Network 3,03,58,27,46.55,31,53.45,9,15.52,49,84.48,31,53.45,27,46.55,0,0.00,13,22.41,5,8.62,24,41.38,8,13.79,0,0.00,8,13.79,.
2018-2019,272,Vare-Washington School,Network 3,04,46,20,43.48,26,56.52,8,17.39,38,82.61,23,50.00,23,50.00,0,0.00,12,26.09,8,17.39,20,43.48,2,4.35,0,0.00,4,8.70,.
2018-2019,272,Vare-Washington School,Network 3,05,36,10,27.78,26,72.22,4,11.11,32,88.89,16,44.44,20,55.56,0,0.00,6,16.67,7,19.44,11,30.56,5,13.89,0,0.00,7,19.44,.
2018-2019,272,Vare-Washington School,Network 3,06,43,4,9.30,39,90.70,9,20.93,34,79.07,20,46.51,23,53.49,1,2.33,10,23.26,8,18.60,12,27.91,10,23.26,0,0.00,2,4.65,.
2018-2019,272,Vare-Washington School,Network 3,07,34,6,17.65,28,82.35,10,29.41,24,70.59,14,41.18,20,58.82,0,0.00,8,23.53,5,14.71,14,41.18,6,17.65,0,0.00,1,2.94,.
2018-2019,272,Vare-Washington School,Network 3,08,36,11,30.56,25,69.44,14,38.89,22,61.11,14,38.89,22,61.11,0,0.00,8,22.22,6,16.67,12,33.33,8,22.22,0,0.00,2,5.56,.
2018-2019,272,Vare-Washington School,Network 3,All Grades,369,118,31.98,251,68.02,68,18.43,301,81.57,180,48.78,189,51.22,1,0.27,75,20.33,64,17.34,131,35.50,47,12.74,0,0.00,51,13.82,100.00
2018-2019,402,Overbrook High School,Network 13,09,137,2,1.46,135,98.54,53,38.69,84,61.31,55,40.15,82,59.85,0,0.00,1,0.73,130,94.89,0,0.00,5,3.65,0,0.00,1,0.73,.
2018-2019,402,Overbrook High School,Network 13,10,131,1,0.76,130,99.24,35,26.72,96,73.28,60,45.80,71,54.20,0,0.00,0,0.00,122,93.13,3,2.29,1,0.76,0,0.00,5,3.82,.
2018-2019,402,Overbrook High School,Network 13,11,122,2,1.64,120,98.36,42,34.43,80,65.57,63,51.64,59,48.36,0,0.00,0,0.00,116,95.08,1,0.82,1,0.82,0,0.00,4,3.28,.
2018-2019,402,Overbrook High School,Network 13,12,95,0,0.00,95,100.00,32,33.68,63,66.32,45,47.37,50,52.63,0,0.00,1,1.05,89,93.68,2,2.11,0,0.00,0,0.00,3,3.16,.
2018-2019,402,Overbrook High School,Network 13,All Grades,485,5,1.03,480,98.97,162,33.40,323,66.60,223,45.98,262,54.02,0,0.00,2,0.41,457,94.23,6,1.24,7,1.44,0,0.00,13,2.68,100.00
2018-2019,403,High School of Engineering and Science,Network 4,07,56,0,0.00,56,100.00,0,0.00,56,100.00,27,48.21,29,51.79,0,0.00,3,5.36,45,80.36,1,1.79,1,1.79,0,0.00,6,10.71,.
2018-2019,403,High School of Engineering and Science,Network 4,08,62,0,0.00,62,100.00,2,3.23,60,96.77,36,58.06,26,41.94,0,0.00,5,8.06,41,66.13,4,6.45,9,14.52,0,0.00,3,4.84,.
2018-2019,403,High School of Engineering and Science,Network 4,09,199,5,2.51,194,97.49,10,5.03,189,94.97,86,43.22,113,56.78,1,0.50,21,10.55,134,67.34,21,10.55,9,4.52,0,0.00,13,6.53,.
2018-2019,403,High School of Engineering and Science,Network 4,10,212,2,0.94,210,99.06,4,1.89,208,98.11,92,43.40,120,56.60,0,0.00,27,12.74,135,63.68,19,8.96,16,7.55,0,0.00,15,7.08,.
2018-2019,403,High School of Engineering and Science,Network 4,11,189,5,2.65,184,97.35,7,3.70,182,96.30,98,51.85,91,48.15,0,0.00,22,11.64,133,70.37,20,10.58,4,2.12,0,0.00,10,5.29,.
2018-2019,403,High School of Engineering and Science,Network 4,12,214,0,0.00,214,100.00,2,0.93,212,99.07,105,49.07,109,50.93,0,0.00,21,9.81,148,69.16,21,9.81,13,6.07,0,0.00,11,5.14,.
2018-2019,403,High School of Engineering and Science,Network 4,All Grades,932,12,1.29,920,98.71,25,2.68,907,97.32,444,47.64,488,52.36,1,0.11,99,10.62,636,68.24,86,9.23,52,5.58,0,0.00,58,6.22,68.15
2018-2019,406,Murrell Dobbins Career and Technical High School,Network 4,09,304,13,4.28,291,95.72,40,13.16,264,86.84,180,59.21,124,40.79,0,0.00,1,0.33,249,81.91,38,12.50,13,4.28,0,0.00,3,0.99,.
2018-2019,406,Murrell Dobbins Career and Technical High School,Network 4,10,130,3,2.31,127,97.69,25,19.23,105,80.77,75,57.69,55,42.31,0,0.00,0,0.00,121,93.08,3,2.31,4,3.08,0,0.00,2,1.54,.
2018-2019,406,Murrell Dobbins Career and Technical High School,Network 4,11,148,4,2.70,144,97.30,16,10.81,132,89.19,90,60.81,58,39.19,0,0.00,1,0.68,131,88.51,14,9.46,2,1.35,0,0.00,0,0.00,.
2018-2019,406,Murrell Dobbins Career and Technical High School,Network 4,12,131,1,0.76,130,99.24,24,18.32,107,81.68,89,67.94,42,32.06,0,0.00,1,0.76,115,87.79,12,9.16,1,0.76,0,0.00,2,1.53,.
2018-2019,406,Murrell Dobbins Career and Technical High School,Network 4,All Grades,713,21,2.95,692,97.05,105,14.73,608,85.27,434,60.87,279,39.13,0,0.00,3,0.42,616,86.40,67,9.40,20,2.81,0,0.00,7,0.98,100.00
2018-2019,414,Strawberry Mansion High School,Network 11,10,64,0,0.00,64,100.00,28,43.75,36,56.25,32,50.00,32,50.00,0,0.00,0,0.00,55,85.94,4,6.25,3,4.69,0,0.00,2,3.13,.
2018-2019,414,Strawberry Mansion High School,Network 11,11,41,0,0.00,41,100.00,14,34.15,27,65.85,21,51.22,20,48.78,1,2.44,0,0.00,39,95.12,0,0.00,0,0.00,0,0.00,1,2.44,.
2018-2019,414,Strawberry Mansion High School,Network 11,12,64,0,0.00,64,100.00,17,26.56,47,73.44,28,43.75,36,56.25,1,1.56,0,0.00,60,93.75,2,3.13,1,1.56,0,0.00,0,0.00,.
2018-2019,414,Strawberry Mansion High School,Network 11,All Grades,169,0,0.00,169,100.00,59,34.91,110,65.09,81,47.93,88,52.07,2,1.18,0,0.00,154,91.12,6,3.55,4,2.37,0,0.00,3,1.78,100.00
2018-2019,422,James G. Blaine School,Network 11,00,46,0,0.00,46,100.00,2,4.35,44,95.65,26,56.52,20,43.48,0,0.00,0,0.00,43,93.48,2,4.35,0,0.00,0,0.00,1,2.17,.
2018-2019,422,James G. Blaine School,Network 11,01,47,0,0.00,47,100.00,8,17.02,39,82.98,24,51.06,23,48.94,0,0.00,0,0.00,45,95.74,1,2.13,0,0.00,0,0.00,1,2.13,.
2018-2019,422,James G. Blaine School,Network 11,02,57,0,0.00,57,100.00,8,14.04,49,85.96,30,52.63,27,47.37,0,0.00,0,0.00,56,98.25,0,0.00,0,0.00,0,0.00,1,1.75,.
2018-2019,422,James G. Blaine School,Network 11,03,64,1,1.56,63,98.44,15,23.44,49,76.56,32,50.00,32,50.00,0,0.00,0,0.00,58,90.63,2,3.13,3,4.69,0,0.00,1,1.56,.
2018-2019,422,James G. Blaine School,Network 11,04,49,0,0.00,49,100.00,9,18.37,40,81.63,23,46.94,26,53.06,0,0.00,0,0.00,45,91.84,1,2.04,3,6.12,0,0.00,0,0.00,.
2018-2019,422,James G. Blaine School,Network 11,05,45,0,0.00,45,100.00,11,24.44,34,75.56,23,51.11,22,48.89,0,0.00,0,0.00,41,91.11,1,2.22,2,4.44,0,0.00,1,2.22,.
2018-2019,422,James G. Blaine School,Network 11,06,45,0,0.00,45,100.00,21,46.67,24,53.33,13,28.89,32,71.11,0,0.00,0,0.00,37,82.22,0,0.00,6,13.33,0,0.00,2,4.44,.
2018-2019,422,James G. Blaine School,Network 11,07,50,1,2.00,49,98.00,17,34.00,33,66.00,22,44.00,28,56.00,0,0.00,0,0.00,41,82.00,4,8.00,5,10.00,0,0.00,0,0.00,.
2018-2019,422,James G. Blaine School,Network 11,08,39,0,0.00,39,100.00,14,35.90,25,64.10,22,56.41,17,43.59,0,0.00,0,0.00,34,87.18,0,0.00,4,10.26,0,0.00,1,2.56,.
2018-2019,422,James G. Blaine School,Network 11,All Grades,442,2,0.45,440,99.55,105,23.76,337,76.24,215,48.64,227,51.36,0,0.00,0,0.00,400,90.50,11,2.49,23,5.20,0,0.00,8,1.81,100.00
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,00,63,1,1.59,62,98.41,4,6.35,59,93.65,30,47.62,33,52.38,0,0.00,0,0.00,59,93.65,3,4.76,0,0.00,0,0.00,1,1.59,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,01,38,1,2.63,37,97.37,1,2.63,37,97.37,21,55.26,17,44.74,0,0.00,0,0.00,38,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,02,53,3,5.66,50,94.34,10,18.87,43,81.13,27,50.94,26,49.06,0,0.00,0,0.00,49,92.45,1,1.89,1,1.89,0,0.00,2,3.77,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,03,58,2,3.45,56,96.55,8,13.79,50,86.21,25,43.10,33,56.90,0,0.00,0,0.00,53,91.38,1,1.72,4,6.90,0,0.00,0,0.00,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,04,55,2,3.64,53,96.36,11,20.00,44,80.00,20,36.36,35,63.64,0,0.00,0,0.00,52,94.55,2,3.64,1,1.82,0,0.00,0,0.00,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,05,34,1,2.94,33,97.06,3,8.82,31,91.18,20,58.82,14,41.18,0,0.00,0,0.00,30,88.24,0,0.00,2,5.88,0,0.00,2,5.88,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,06,59,1,1.69,58,98.31,11,18.64,48,81.36,24,40.68,35,59.32,0,0.00,0,0.00,55,93.22,2,3.39,1,1.69,0,0.00,1,1.69,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,07,32,2,6.25,30,93.75,12,37.50,20,62.50,14,43.75,18,56.25,0,0.00,0,0.00,29,90.63,0,0.00,3,9.38,0,0.00,0,0.00,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,08,45,2,4.44,43,95.56,7,15.56,38,84.44,22,48.89,23,51.11,1,2.22,0,0.00,42,93.33,1,2.22,1,2.22,0,0.00,0,0.00,.
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,All Grades,437,15,3.43,422,96.57,67,15.33,370,84.67,203,46.45,234,53.55,1,0.23,0,0.00,407,93.14,10,2.29,13,2.97,0,0.00,6,1.37,100.00
2018-2019,427,William Dick School,Network 11,00,45,0,0.00,45,100.00,2,4.44,43,95.56,24,53.33,21,46.67,0,0.00,0,0.00,42,93.33,2,4.44,0,0.00,0,0.00,1,2.22,.
2018-2019,427,William Dick School,Network 11,01,59,0,0.00,59,100.00,4,6.78,55,93.22,27,45.76,32,54.24,0,0.00,0,0.00,55,93.22,1,1.69,1,1.69,0,0.00,2,3.39,.
2018-2019,427,William Dick School,Network 11,02,61,0,0.00,61,100.00,9,14.75,52,85.25,26,42.62,35,57.38,0,0.00,0,0.00,60,98.36,1,1.64,0,0.00,0,0.00,0,0.00,.
2018-2019,427,William Dick School,Network 11,03,52,0,0.00,52,100.00,6,11.54,46,88.46,19,36.54,33,63.46,0,0.00,0,0.00,50,96.15,1,1.92,1,1.92,0,0.00,0,0.00,.
2018-2019,427,William Dick School,Network 11,04,54,0,0.00,54,100.00,14,25.93,40,74.07,29,53.70,25,46.30,0,0.00,0,0.00,54,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,427,William Dick School,Network 11,05,48,0,0.00,48,100.00,7,14.58,41,85.42,23,47.92,25,52.08,0,0.00,0,0.00,47,97.92,0,0.00,0,0.00,0,0.00,1,2.08,.
2018-2019,427,William Dick School,Network 11,06,64,1,1.56,63,98.44,21,32.81,43,67.19,33,51.56,31,48.44,0,0.00,0,0.00,56,87.50,3,4.69,4,6.25,0,0.00,1,1.56,.
2018-2019,427,William Dick School,Network 11,07,55,1,1.82,54,98.18,21,38.18,34,61.82,21,38.18,34,61.82,0,0.00,0,0.00,47,85.45,2,3.64,6,10.91,0,0.00,0,0.00,.
2018-2019,427,William Dick School,Network 11,08,60,0,0.00,60,100.00,13,21.67,47,78.33,25,41.67,35,58.33,0,0.00,0,0.00,55,91.67,2,3.33,2,3.33,0,0.00,1,1.67,.
2018-2019,427,William Dick School,Network 11,All Grades,498,2,0.40,496,99.60,97,19.48,401,80.52,227,45.58,271,54.42,0,0.00,0,0.00,466,93.57,12,2.41,14,2.81,0,0.00,6,1.20,100.00
2018-2019,428,Samuel Gompers School,Network 2,00,26,0,0.00,26,100.00,6,23.08,20,76.92,13,50.00,13,50.00,0,0.00,1,3.85,21,80.77,1,3.85,3,11.54,0,0.00,0,0.00,.
2018-2019,428,Samuel Gompers School,Network 2,01,34,0,0.00,34,100.00,5,14.71,29,85.29,13,38.24,21,61.76,0,0.00,0,0.00,33,97.06,0,0.00,1,2.94,0,0.00,0,0.00,.
2018-2019,428,Samuel Gompers School,Network 2,02,29,1,3.45,28,96.55,6,20.69,23,79.31,15,51.72,14,48.28,0,0.00,0,0.00,27,93.10,1,3.45,1,3.45,0,0.00,0,0.00,.
2018-2019,428,Samuel Gompers School,Network 2,03,38,2,5.26,36,94.74,7,18.42,31,81.58,14,36.84,24,63.16,0,0.00,0,0.00,34,89.47,2,5.26,2,5.26,0,0.00,0,0.00,.
2018-2019,428,Samuel Gompers School,Network 2,04,30,0,0.00,30,100.00,8,26.67,22,73.33,11,36.67,19,63.33,0,0.00,0,0.00,27,90.00,2,6.67,1,3.33,0,0.00,0,0.00,.
2018-2019,428,Samuel Gompers School,Network 2,05,34,1,2.94,33,97.06,7,20.59,27,79.41,13,38.24,21,61.76,0,0.00,0,0.00,31,91.18,1,2.94,1,2.94,0,0.00,1,2.94,.
2018-2019,428,Samuel Gompers School,Network 2,06,31,0,0.00,31,100.00,4,12.90,27,87.10,20,64.52,11,35.48,0,0.00,0,0.00,25,80.65,1,3.23,3,9.68,0,0.00,2,6.45,.
2018-2019,428,Samuel Gompers School,Network 2,07,41,0,0.00,41,100.00,11,26.83,30,73.17,24,58.54,17,41.46,0,0.00,0,0.00,40,97.56,0,0.00,0,0.00,0,0.00,1,2.44,.
2018-2019,428,Samuel Gompers School,Network 2,08,48,1,2.08,47,97.92,11,22.92,37,77.08,21,43.75,27,56.25,1,2.08,1,2.08,42,87.50,1,2.08,3,6.25,0,0.00,0,0.00,.
2018-2019,428,Samuel Gompers School,Network 2,All Grades,311,5,1.61,306,98.39,65,20.90,246,79.10,144,46.30,167,53.70,1,0.32,2,0.64,280,90.03,9,2.89,15,4.82,0,0.00,4,1.29,100.00
2018-2019,430,Edward Heston School,Acceleration,00,56,0,0.00,56,100.00,1,1.79,55,98.21,25,44.64,31,55.36,0,0.00,0,0.00,56,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,430,Edward Heston School,Acceleration,01,51,0,0.00,51,100.00,5,9.80,46,90.20,21,41.18,30,58.82,0,0.00,0,0.00,50,98.04,0,0.00,0,0.00,0,0.00,1,1.96,.
2018-2019,430,Edward Heston School,Acceleration,02,63,0,0.00,63,100.00,6,9.52,57,90.48,27,42.86,36,57.14,0,0.00,0,0.00,56,88.89,1,1.59,6,9.52,0,0.00,0,0.00,.
2018-2019,430,Edward Heston School,Acceleration,03,59,0,0.00,59,100.00,7,11.86,52,88.14,22,37.29,37,62.71,0,0.00,0,0.00,57,96.61,0,0.00,2,3.39,0,0.00,0,0.00,.
2018-2019,430,Edward Heston School,Acceleration,04,70,0,0.00,70,100.00,2,2.86,68,97.14,38,54.29,32,45.71,0,0.00,0,0.00,67,95.71,1,1.43,2,2.86,0,0.00,0,0.00,.
2018-2019,430,Edward Heston School,Acceleration,05,51,0,0.00,51,100.00,9,17.65,42,82.35,26,50.98,25,49.02,0,0.00,0,0.00,45,88.24,3,5.88,2,3.92,0,0.00,1,1.96,.
2018-2019,430,Edward Heston School,Acceleration,06,56,0,0.00,56,100.00,6,10.71,50,89.29,22,39.29,34,60.71,0,0.00,1,1.79,51,91.07,3,5.36,1,1.79,0,0.00,0,0.00,.
2018-2019,430,Edward Heston School,Acceleration,07,44,0,0.00,44,100.00,8,18.18,36,81.82,25,56.82,19,43.18,0,0.00,0,0.00,42,95.45,0,0.00,2,4.55,0,0.00,0,0.00,.
2018-2019,430,Edward Heston School,Acceleration,08,38,0,0.00,38,100.00,4,10.53,34,89.47,15,39.47,23,60.53,0,0.00,0,0.00,35,92.11,2,5.26,1,2.63,0,0.00,0,0.00,.
2018-2019,430,Edward Heston School,Acceleration,All Grades,488,0,0.00,488,100.00,48,9.84,440,90.16,221,45.29,267,54.71,0,0.00,1,0.20,459,94.06,10,2.05,16,3.28,0,0.00,2,0.41,100.00
2018-2019,432,Robert E. Lamberton School,Network 2,00,39,1,2.56,38,97.44,3,7.69,36,92.31,17,43.59,22,56.41,0,0.00,0,0.00,34,87.18,3,7.69,2,5.13,0,0.00,0,0.00,.
2018-2019,432,Robert E. Lamberton School,Network 2,01,48,5,10.42,43,89.58,8,16.67,40,83.33,23,47.92,25,52.08,0,0.00,1,2.08,27,56.25,4,8.33,1,2.08,0,0.00,15,31.25,.
2018-2019,432,Robert E. Lamberton School,Network 2,02,71,3,4.23,68,95.77,14,19.72,57,80.28,29,40.85,42,59.15,0,0.00,1,1.41,62,87.32,2,2.82,2,2.82,0,0.00,4,5.63,.
2018-2019,432,Robert E. Lamberton School,Network 2,03,55,1,1.82,54,98.18,22,40.00,33,60.00,18,32.73,37,67.27,0,0.00,0,0.00,47,85.45,0,0.00,8,14.55,0,0.00,0,0.00,.
2018-2019,432,Robert E. Lamberton School,Network 2,04,63,7,11.11,56,88.89,15,23.81,48,76.19,26,41.27,37,58.73,0,0.00,0,0.00,60,95.24,0,0.00,3,4.76,0,0.00,0,0.00,.
2018-2019,432,Robert E. Lamberton School,Network 2,05,72,7,9.72,65,90.28,23,31.94,49,68.06,23,31.94,49,68.06,0,0.00,0,0.00,62,86.11,5,6.94,4,5.56,0,0.00,1,1.39,.
2018-2019,432,Robert E. Lamberton School,Network 2,06,65,6,9.23,59,90.77,15,23.08,50,76.92,33,50.77,32,49.23,0,0.00,1,1.54,51,78.46,4,6.15,8,12.31,0,0.00,1,1.54,.
2018-2019,432,Robert E. Lamberton School,Network 2,07,48,9,18.75,39,81.25,10,20.83,38,79.17,24,50.00,24,50.00,0,0.00,0,0.00,42,87.50,4,8.33,1,2.08,0,0.00,1,2.08,.
2018-2019,432,Robert E. Lamberton School,Network 2,08,41,5,12.20,36,87.80,11,26.83,30,73.17,15,36.59,26,63.41,0,0.00,1,2.44,34,82.93,1,2.44,3,7.32,0,0.00,2,4.88,.
2018-2019,432,Robert E. Lamberton School,Network 2,All Grades,502,44,8.76,458,91.24,121,24.10,381,75.90,208,41.43,294,58.57,0,0.00,4,0.80,419,83.47,23,4.58,32,6.37,0,0.00,24,4.78,100.00
2018-2019,435,E. Washington Rhodes School,Acceleration,00,30,0,0.00,30,100.00,1,3.33,29,96.67,11,36.67,19,63.33,0,0.00,0,0.00,30,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,435,E. Washington Rhodes School,Acceleration,01,49,0,0.00,49,100.00,9,18.37,40,81.63,26,53.06,23,46.94,0,0.00,0,0.00,46,93.88,2,4.08,1,2.04,0,0.00,0,0.00,.
2018-2019,435,E. Washington Rhodes School,Acceleration,02,37,0,0.00,37,100.00,5,13.51,32,86.49,17,45.95,20,54.05,0,0.00,0,0.00,35,94.59,0,0.00,2,5.41,0,0.00,0,0.00,.
2018-2019,435,E. Washington Rhodes School,Acceleration,03,44,0,0.00,44,100.00,11,25.00,33,75.00,21,47.73,23,52.27,0,0.00,0,0.00,42,95.45,1,2.27,1,2.27,0,0.00,0,0.00,.
2018-2019,435,E. Washington Rhodes School,Acceleration,04,47,0,0.00,47,100.00,14,29.79,33,70.21,11,23.40,36,76.60,0,0.00,0,0.00,42,89.36,2,4.26,3,6.38,0,0.00,0,0.00,.
2018-2019,435,E. Washington Rhodes School,Acceleration,05,44,0,0.00,44,100.00,9,20.45,35,79.55,21,47.73,23,52.27,0,0.00,0,0.00,41,93.18,1,2.27,2,4.55,0,0.00,0,0.00,.
2018-2019,435,E. Washington Rhodes School,Acceleration,06,75,0,0.00,75,100.00,27,36.00,48,64.00,31,41.33,44,58.67,0,0.00,0,0.00,63,84.00,4,5.33,7,9.33,0,0.00,1,1.33,.
2018-2019,435,E. Washington Rhodes School,Acceleration,07,78,0,0.00,78,100.00,16,20.51,62,79.49,42,53.85,36,46.15,0,0.00,0,0.00,72,92.31,2,2.56,3,3.85,1,1.28,0,0.00,.
