School Year,SRC School ID,School Name,Learning Network,Grade Level,Student Enrollment,ELL Count,ELL Pct,Not ELL Count,Not ELL Pct,IEP Count,IEP Pct,Not IEP Count,Not IEP Pct,Female Count,Female Pct,Male Count,Male Pct,American Indian Count,American Indian Pct,Asian Count,Asian Pct,Black/African American Count,Black/African American Pct,Hispanic Count,Hispanic Pct,Multi-Race Count,Multi-Race Pct,Pacific Islander Count,Pacific Islander Pct,White Count,White Pct,CEP Economically Disadvantaged Rate
2018-2019,825,Edwin Forrest School,Network 9,01,169,11,6.51,158,93.49,21,12.43,148,87.57,74,43.79,95,56.21,0,0.00,8,4.73,50,29.59,48,28.40,16,9.47,0,0.00,47,27.81,.
2018-2019,825,Edwin Forrest School,Network 9,02,164,14,8.54,150,91.46,17,10.37,147,89.63,74,45.12,90,54.88,0,0.00,8,4.88,58,35.37,37,22.56,16,9.76,0,0.00,45,27.44,.
2018-2019,825,Edwin Forrest School,Network 9,03,152,10,6.58,142,93.42,15,9.87,137,90.13,74,48.68,78,51.32,0,0.00,5,3.29,51,33.55,39,25.66,16,10.53,1,0.66,40,26.32,.
2018-2019,825,Edwin Forrest School,Network 9,04,160,12,7.50,148,92.50,21,13.13,139,86.88,88,55.00,72,45.00,1,0.63,7,4.38,64,40.00,42,26.25,14,8.75,0,0.00,32,20.00,.
2018-2019,825,Edwin Forrest School,Network 9,05,182,16,8.79,166,91.21,24,13.19,158,86.81,96,52.75,86,47.25,1,0.55,6,3.30,55,30.22,56,30.77,26,14.29,0,0.00,38,20.88,.
2018-2019,825,Edwin Forrest School,Network 9,06,188,10,5.32,178,94.68,33,17.55,155,82.45,95,50.53,93,49.47,0,0.00,4,2.13,76,40.43,54,28.72,18,9.57,0,0.00,36,19.15,.
2018-2019,825,Edwin Forrest School,Network 9,All Grades,1168,77,6.59,1091,93.41,137,11.73,1031,88.27,588,50.34,580,49.66,4,0.34,46,3.94,407,34.85,323,27.65,125,10.70,1,0.09,262,22.43,100.00
2018-2019,826,Fox Chase School,Network 8,00,88,2,2.27,86,97.73,9,10.23,79,89.77,39,44.32,49,55.68,0,0.00,4,4.55,14,15.91,13,14.77,9,10.23,1,1.14,47,53.41,.
2018-2019,826,Fox Chase School,Network 8,01,89,10,11.24,79,88.76,18,20.22,71,79.78,33,37.08,56,62.92,0,0.00,7,7.87,21,23.60,18,20.22,7,7.87,0,0.00,36,40.45,.
2018-2019,826,Fox Chase School,Network 8,02,86,8,9.30,78,90.70,19,22.09,67,77.91,51,59.30,35,40.70,0,0.00,6,6.98,18,20.93,15,17.44,12,13.95,0,0.00,35,40.70,.
2018-2019,826,Fox Chase School,Network 8,03,90,10,11.11,80,88.89,16,17.78,74,82.22,38,42.22,52,57.78,1,1.11,5,5.56,18,20.00,15,16.67,8,8.89,0,0.00,43,47.78,.
2018-2019,826,Fox Chase School,Network 8,04,81,9,11.11,72,88.89,13,16.05,68,83.95,37,45.68,44,54.32,1,1.23,7,8.64,20,24.69,7,8.64,13,16.05,0,0.00,33,40.74,.
2018-2019,826,Fox Chase School,Network 8,05,73,4,5.48,69,94.52,15,20.55,58,79.45,36,49.32,37,50.68,0,0.00,2,2.74,18,24.66,12,16.44,10,13.70,0,0.00,31,42.47,.
2018-2019,826,Fox Chase School,Network 8,All Grades,507,43,8.48,464,91.52,90,17.75,417,82.25,234,46.15,273,53.85,2,0.39,31,6.11,109,21.50,80,15.78,59,11.64,1,0.20,225,44.38,80.16
2018-2019,827,Thomas Holme School,Network 9,00,93,4,4.30,89,95.70,11,11.83,82,88.17,46,49.46,47,50.54,0,0.00,9,9.68,14,15.05,21,22.58,17,18.28,0,0.00,32,34.41,.
2018-2019,827,Thomas Holme School,Network 9,01,96,12,12.50,84,87.50,7,7.29,89,92.71,48,50.00,48,50.00,0,0.00,6,6.25,26,27.08,17,17.71,13,13.54,0,0.00,34,35.42,.
2018-2019,827,Thomas Holme School,Network 9,02,94,8,8.51,86,91.49,14,14.89,80,85.11,44,46.81,50,53.19,0,0.00,10,10.64,30,31.91,12,12.77,8,8.51,0,0.00,34,36.17,.
2018-2019,827,Thomas Holme School,Network 9,03,84,18,21.43,66,78.57,10,11.90,74,88.10,46,54.76,38,45.24,0,0.00,7,8.33,18,21.43,19,22.62,11,13.10,0,0.00,29,34.52,.
2018-2019,827,Thomas Holme School,Network 9,04,90,8,8.89,82,91.11,19,21.11,71,78.89,47,52.22,43,47.78,0,0.00,8,8.89,31,34.44,14,15.56,12,13.33,0,0.00,25,27.78,.
2018-2019,827,Thomas Holme School,Network 9,05,75,11,14.67,64,85.33,18,24.00,57,76.00,31,41.33,44,58.67,0,0.00,6,8.00,20,26.67,20,26.67,5,6.67,0,0.00,24,32.00,.
2018-2019,827,Thomas Holme School,Network 9,06,82,6,7.32,76,92.68,14,17.07,68,82.93,48,58.54,34,41.46,0,0.00,8,9.76,25,30.49,16,19.51,9,10.98,0,0.00,24,29.27,.
2018-2019,827,Thomas Holme School,Network 9,All Grades,614,67,10.91,547,89.09,93,15.15,521,84.85,310,50.49,304,49.51,0,0.00,54,8.79,164,26.71,119,19.38,75,12.21,0,0.00,202,32.90,100.00
2018-2019,830,Mayfair School,Network 9,00,179,58,32.40,121,67.60,11,6.15,168,93.85,77,43.02,102,56.98,0,0.00,78,43.58,16,8.94,33,18.44,5,2.79,1,0.56,46,25.70,.
2018-2019,830,Mayfair School,Network 9,01,198,77,38.89,121,61.11,5,2.53,193,97.47,98,49.49,100,50.51,0,0.00,87,43.94,14,7.07,49,24.75,10,5.05,0,0.00,38,19.19,.
2018-2019,830,Mayfair School,Network 9,02,229,93,40.61,136,59.39,19,8.30,210,91.70,112,48.91,117,51.09,0,0.00,68,29.69,33,14.41,56,24.45,22,9.61,0,0.00,50,21.83,.
2018-2019,830,Mayfair School,Network 9,03,244,94,38.52,150,61.48,20,8.20,224,91.80,90,36.89,154,63.11,0,0.00,70,28.69,27,11.07,75,30.74,17,6.97,2,0.82,53,21.72,.
2018-2019,830,Mayfair School,Network 9,04,209,70,33.49,139,66.51,19,9.09,190,90.91,95,45.45,114,54.55,0,0.00,61,29.19,28,13.40,63,30.14,12,5.74,0,0.00,45,21.53,.
2018-2019,830,Mayfair School,Network 9,05,241,70,29.05,171,70.95,34,14.11,207,85.89,111,46.06,130,53.94,0,0.00,72,29.88,27,11.20,73,30.29,19,7.88,0,0.00,50,20.75,.
2018-2019,830,Mayfair School,Network 9,06,214,55,25.70,159,74.30,25,11.68,189,88.32,104,48.60,110,51.40,0,0.00,63,29.44,26,12.15,63,29.44,17,7.94,0,0.00,45,21.03,.
2018-2019,830,Mayfair School,Network 9,07,217,50,23.04,167,76.96,25,11.52,192,88.48,107,49.31,110,50.69,0,0.00,61,28.11,27,12.44,60,27.65,21,9.68,1,0.46,47,21.66,.
2018-2019,830,Mayfair School,Network 9,08,179,43,24.02,136,75.98,15,8.38,164,91.62,89,49.72,90,50.28,0,0.00,38,21.23,20,11.17,58,32.40,11,6.15,0,0.00,52,29.05,.
2018-2019,830,Mayfair School,Network 9,All Grades,1910,610,31.94,1300,68.06,173,9.06,1737,90.94,883,46.23,1027,53.77,0,0.00,598,31.31,218,11.41,530,27.75,134,7.02,4,0.21,426,22.30,100.00
2018-2019,831,J. Hampton Moore School,Network 8,00,152,21,13.82,131,86.18,10,6.58,142,93.42,72,47.37,80,52.63,0,0.00,28,18.42,51,33.55,50,32.89,5,3.29,0,0.00,18,11.84,.
2018-2019,831,J. Hampton Moore School,Network 8,01,187,51,27.27,136,72.73,22,11.76,165,88.24,94,50.27,93,49.73,0,0.00,43,22.99,53,28.34,68,36.36,5,2.67,0,0.00,18,9.63,.
